Instance,m,n,Size,Runtime_Setting_MS,Runtime_Setting_S,Repetitions,MinResult_VNS,AvgResult_VNS,StdResult_VNS,AvgTime_VNS,SuccessRuns_VNS,FailedRuns_VNS,FirstError_VNS
Inst_m15_n120_pi0.2_TF0.6_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,180.9900,187.3820,4.2325,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,413.7700,416.3860,1.3788,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,426.7400,431.1180,3.9083,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,395.8500,402.1360,3.5817,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,433.1700,433.1700,0.0000,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,491.9600,491.9600,0.0000,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,393.7900,400.2700,4.7242,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,306.4600,307.8610,1.7091,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,485.9900,488.5520,3.7618,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,512.8800,518.8890,3.7331,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,435.4900,438.3480,2.5597,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,391.2800,391.5270,0.7811,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,576.0800,590.6800,10.1455,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,422.3900,429.5340,4.6199,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,496.8000,496.9950,0.5563,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,328.9400,329.0200,0.2530,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,430.8900,441.3260,9.1006,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,425.7700,430.4650,4.0035,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,477.4900,479.0670,1.1148,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,564.2000,573.2070,7.8315,21.6001,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,461.3200,466.4440,3.3338,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,530.8800,549.5130,10.5107,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,391.4600,391.8650,1.1567,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,332.4200,339.9120,3.4943,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,454.4000,462.5860,4.7297,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,309.8700,315.2560,4.2427,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,505.5400,514.2750,5.7586,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,339.9000,346.9710,5.8989,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,568.4300,578.6010,7.4970,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,276.4000,279.2350,1.4177,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,495.5800,500.1180,4.3245,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,321.2300,325.5710,3.3627,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,418.8600,424.1860,5.6490,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,378.7900,384.8980,4.7242,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,384.6900,389.5150,3.1873,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,406.5800,411.2750,3.6537,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,380.6800,387.5830,4.8242,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,450.9200,454.1640,3.3703,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,481.3300,492.4810,7.4403,21.6003,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,650.8500,655.4260,2.3508,21.6002,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,354.4500,362.3030,4.9496,21.6002,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,858.4500,880.3410,17.6408,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,695.4600,699.8020,2.5319,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,1070.8000,1070.8000,0.0000,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,596.8400,601.8300,3.9449,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,819.0000,837.0990,12.3148,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,657.2800,662.7250,4.5385,21.6004,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,629.0300,645.4670,7.0058,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,1286.5500,1292.0310,3.5748,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,1058.3400,1063.8340,3.6309,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,626.9400,633.7570,6.1522,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,719.7100,724.9940,4.1403,21.6004,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,819.9500,819.9890,0.1233,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,794.4200,794.7470,0.5265,21.6004,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,896.0600,904.9330,6.4351,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,638.2900,642.2480,2.9921,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,640.0800,641.6360,2.0869,21.6004,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,1099.0700,1101.5000,2.6379,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,948.1900,954.0110,4.3726,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,991.3500,991.5880,0.7526,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,786.3200,811.8300,17.5267,21.6003,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,716.8800,725.2290,4.4211,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,1078.4200,1086.9850,7.2992,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,898.8900,925.6390,18.7888,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,611.1300,618.5740,6.4585,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,1092.7700,1105.8950,7.7999,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,762.8000,785.0780,13.5989,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,793.0300,813.6510,15.4035,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,1106.9100,1109.7080,2.3798,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,813.7200,829.4810,9.7829,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,864.8200,884.4090,13.8555,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,620.7300,627.8370,6.9566,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,751.2600,764.6210,10.1055,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,648.7900,660.0800,6.0970,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,951.6600,959.1910,6.2704,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,990.8900,1001.5030,10.5169,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,1072.0700,1087.5870,12.0268,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,520.7400,528.3210,5.3066,21.6006,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,786.8400,809.6470,12.1296,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,919.4000,924.9240,6.1673,21.6005,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,811.4500,821.6270,6.2412,21.6005,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,2155.6500,2173.2050,15.3792,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,2115.6000,2152.7680,23.2873,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,1557.5700,1564.7660,3.6428,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,1165.8900,1170.1410,3.0040,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,1877.4600,1890.5340,8.0210,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,1407.7500,1418.8600,7.2784,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,1968.4700,1992.6110,12.4307,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,1860.7800,1901.8480,25.1170,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,1484.4300,1484.4300,0.0000,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,1352.9300,1356.1850,3.7667,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,2146.3600,2149.2640,9.1833,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,1225.4100,1259.5980,21.1962,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,1639.9300,1683.9090,27.7927,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,1537.1500,1554.1560,14.8398,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,1676.9800,1695.7150,13.5871,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,1289.3100,1295.1190,5.3449,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,2086.7900,2087.5060,1.5525,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,1370.4700,1382.2450,8.5059,21.6001,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,2462.0100,2462.0100,0.0000,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,1883.0400,1893.2300,8.4211,21.6000,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,1522.1600,1538.6810,11.4207,21.6005,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,1632.2100,1656.2070,16.1759,21.6005,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,1287.6800,1316.5010,16.8822,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,1532.1300,1534.7260,3.2646,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,3045.6900,3078.8380,32.4061,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,2502.0400,2535.4120,30.6561,21.6005,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,1736.3000,1748.9780,9.3409,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,2235.1600,2282.6550,28.4770,21.6005,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,1803.1400,1815.7750,17.5027,21.6005,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,2064.5100,2089.0010,14.1700,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,1861.0900,1877.7630,10.7685,21.6005,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,1789.1100,1807.1900,19.5777,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,1479.8200,1492.3530,13.0037,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,1790.2400,1885.5170,46.8804,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,1467.6500,1479.1330,16.7001,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,2140.9000,2143.4220,3.4242,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,1150.0200,1170.5600,13.4406,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,1327.9500,1341.7440,12.2172,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,1549.4600,1581.9540,19.1308,21.6004,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,1889.1900,1900.1600,7.9669,21.6004,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_1.txt,15,150,150×15,27000.0000,27.0000,10,289.6200,294.9660,3.5325,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_10.txt,15,150,150×15,27000.0000,27.0000,10,221.6700,224.5770,3.2404,27.0003,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_2.txt,15,150,150×15,27000.0000,27.0000,10,175.3400,178.3010,1.8835,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_3.txt,15,150,150×15,27000.0000,27.0000,10,170.2400,172.1470,1.3286,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_4.txt,15,150,150×15,27000.0000,27.0000,10,285.9900,286.1180,0.1492,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_5.txt,15,150,150×15,27000.0000,27.0000,10,215.0100,216.0430,0.6971,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_6.txt,15,150,150×15,27000.0000,27.0000,10,204.0600,206.4650,1.5567,27.0003,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_7.txt,15,150,150×15,27000.0000,27.0000,10,182.6000,184.2620,1.1590,27.0003,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_8.txt,15,150,150×15,27000.0000,27.0000,10,210.7400,211.8310,0.8489,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_9.txt,15,150,150×15,27000.0000,27.0000,10,166.5300,168.3090,1.5170,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.6_1.txt,15,150,150×15,27000.0000,27.0000,10,169.8100,170.4710,0.6111,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.6_10.txt,15,150,150×15,27000.0000,27.0000,10,295.8200,297.8360,1.9846,27.0002,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.6_2.txt,15,150,150×15,27000.0000,27.0000,10,228.8900,231.0720,1.4393,27.0003,10,0,
