Instance,m,n,LowerBound,Iterations,Runtime(s),Status
Inst_m4_n28_pi0.5_TF0.4_R0.6_7.txt,4,28,235.57,93,0.3931,Within1800
Inst_m4_n28_pi0.5_TF0.4_R0.6_8.txt,4,28,246.81,15,0.2625,Within1800
Inst_m4_n28_pi0.5_TF0.4_R0.6_9.txt,4,28,307.59,102,0.2889,Within1800
Inst_m4_n28_pi0.5_TF0.4_R0.6_10.txt,4,28,351.09,1,0.3038,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_1.txt,4,28,341.65,9,0.2998,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_2.txt,4,28,398.85,33,0.3977,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_3.txt,4,28,269.67,24,0.3023,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_4.txt,4,28,353.75,47,0.3960,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_5.txt,4,28,207.90,27,0.3101,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_6.txt,4,28,298.22,34,0.3123,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_7.txt,4,28,199.30,128,0.3502,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_8.txt,4,28,214.43,12,0.2405,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_9.txt,4,28,303.56,15,0.2295,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.4_10.txt,4,28,486.22,32,0.4006,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_1.txt,4,28,380.03,97,0.3462,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_2.txt,4,28,422.46,25,0.3449,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_3.txt,4,28,164.47,56,0.3521,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_4.txt,4,28,718.57,7,0.2721,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_5.txt,4,28,297.75,37,0.3240,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_6.txt,4,28,323.49,10,0.3145,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_7.txt,4,28,302.14,54,0.2910,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_8.txt,4,28,536.79,21,0.4195,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_9.txt,4,28,471.56,162,0.4433,Within1800
Inst_m4_n28_pi0.5_TF0.6_R0.6_10.txt,4,28,262.71,14,0.3323,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_1.txt,4,28,435.74,23,0.2656,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_2.txt,4,28,424.78,50,0.2769,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_3.txt,4,28,706.02,80,0.2833,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_4.txt,4,28,383.29,33,0.2301,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_5.txt,4,28,763.24,44,0.2067,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_6.txt,4,28,684.09,27,0.2288,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_7.txt,4,28,733.39,14,0.3760,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_8.txt,4,28,561.12,93,0.2841,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_9.txt,4,28,676.84,105,0.2763,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.4_10.txt,4,28,855.97,43,0.4134,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_1.txt,4,28,323.52,42,0.3189,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_2.txt,4,28,605.41,59,0.3045,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_3.txt,4,28,653.54,147,0.2571,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_4.txt,4,28,870.04,18,0.4319,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_5.txt,4,28,597.96,39,0.4438,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_6.txt,4,28,298.99,2,0.4660,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_7.txt,4,28,566.10,108,0.5079,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_8.txt,4,28,713.97,7,0.3584,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_9.txt,4,28,653.17,24,0.3272,Within1800
Inst_m4_n28_pi1.0_TF0.4_R0.6_10.txt,4,28,835.92,194,0.2634,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_1.txt,4,28,520.80,24,0.2675,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_2.txt,4,28,970.49,1,0.4681,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_3.txt,4,28,823.47,30,0.2791,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_4.txt,4,28,1287.90,2,0.4836,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_5.txt,4,28,685.34,65,0.3214,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_6.txt,4,28,347.90,3,0.2483,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_7.txt,4,28,537.74,43,0.2605,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_8.txt,4,28,576.63,29,0.5983,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_9.txt,4,28,481.25,77,0.2827,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.4_10.txt,4,28,505.40,82,0.2505,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_1.txt,4,28,579.12,13,0.4633,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_2.txt,4,28,633.80,0,0.3809,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_3.txt,4,28,628.24,16,0.3969,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_4.txt,4,28,674.24,4,0.3634,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_5.txt,4,28,630.02,22,0.4832,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_6.txt,4,28,1373.74,20,0.2985,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_7.txt,4,28,654.54,3,0.2996,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_8.txt,4,28,1066.64,69,0.2337,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_9.txt,4,28,760.57,116,0.4782,Within1800
Inst_m4_n28_pi1.0_TF0.6_R0.6_10.txt,4,28,385.63,115,0.4637,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_1.txt,4,28,2154.53,8,0.3588,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_2.txt,4,28,1241.15,49,0.3056,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_3.txt,4,28,757.82,67,0.2082,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_4.txt,4,28,1326.19,39,0.2529,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_5.txt,4,28,1409.73,69,0.2984,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_6.txt,4,28,707.27,39,0.2240,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_7.txt,4,28,481.23,13,0.3265,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_8.txt,4,28,1611.22,24,0.2236,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_9.txt,4,28,1196.59,31,0.2922,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.4_10.txt,4,28,1261.62,24,0.1969,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_1.txt,4,28,884.53,26,0.3755,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_2.txt,4,28,865.61,29,0.3325,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_3.txt,4,28,1607.61,16,0.2675,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_4.txt,4,28,725.67,133,0.2210,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_5.txt,4,28,1002.56,133,0.3442,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_6.txt,4,28,763.53,88,0.2613,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_7.txt,4,28,559.95,29,0.2691,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_8.txt,4,28,1422.06,94,0.2510,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_9.txt,4,28,704.26,179,0.3137,Within1800
Inst_m4_n28_pi2.0_TF0.4_R0.6_10.txt,4,28,1679.22,254,0.3331,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_1.txt,4,28,1494.78,654,0.4829,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_2.txt,4,28,1798.26,25,0.2417,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_3.txt,4,28,2128.59,355,0.3424,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_4.txt,4,28,1900.45,458,0.3583,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_5.txt,4,28,1758.23,240,0.2903,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_6.txt,4,28,2096.45,112,0.2278,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_7.txt,4,28,2267.62,492,0.3285,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_8.txt,4,28,637.87,480,0.3087,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_9.txt,4,28,2024.67,626,0.3725,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.4_10.txt,4,28,2393.03,529,0.3172,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_1.txt,4,28,1294.20,558,0.3295,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_2.txt,4,28,1370.54,612,0.3417,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_3.txt,4,28,1233.61,797,0.4427,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_4.txt,4,28,1077.97,780,0.3925,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_5.txt,4,28,1326.09,740,0.3559,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_6.txt,4,28,2096.59,741,0.3508,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_7.txt,4,28,1455.55,799,0.3845,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_8.txt,4,28,1161.68,817,0.4353,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_9.txt,4,28,921.30,776,0.3310,Within1800
Inst_m4_n28_pi2.0_TF0.6_R0.6_10.txt,4,28,1777.52,812,0.3967,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_1.txt,5,25,77.69,33,0.2956,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_2.txt,5,25,126.40,37,0.2975,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_3.txt,5,25,64.47,11,0.2623,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_4.txt,5,25,113.85,23,0.3548,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_5.txt,5,25,131.45,2,0.2510,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_6.txt,5,25,158.43,17,0.2407,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_7.txt,5,25,138.39,0,0.2357,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_8.txt,5,25,71.97,8,0.2494,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_9.txt,5,25,93.30,18,0.2767,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.4_10.txt,5,25,115.91,687,0.2231,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_1.txt,5,25,77.66,33,0.5369,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_2.txt,5,25,140.10,26,0.3389,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_3.txt,5,25,215.11,37,0.2976,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_4.txt,5,25,140.96,25,0.3381,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_5.txt,5,25,89.07,5,0.3109,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_6.txt,5,25,149.16,26,0.2437,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_7.txt,5,25,93.63,17,0.2409,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_8.txt,5,25,80.78,16,0.2402,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_9.txt,5,25,47.85,2,0.3586,Within1800
Inst_m5_n25_pi0.2_TF0.4_R0.6_10.txt,5,25,108.15,23,0.3144,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_1.txt,5,25,62.25,25,0.3557,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_2.txt,5,25,121.00,0,0.2356,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_3.txt,5,25,265.41,19,0.3290,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_4.txt,5,25,73.86,1,0.2507,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_5.txt,5,25,107.93,164,0.1926,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_6.txt,5,25,71.64,11,0.2826,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_7.txt,5,25,65.32,74,0.3245,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_8.txt,5,25,80.73,15,0.2043,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_9.txt,5,25,59.14,18,0.2049,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.4_10.txt,5,25,106.67,19,0.1908,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_1.txt,5,25,61.25,71,0.2480,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_2.txt,5,25,59.80,16,0.2127,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_3.txt,5,25,295.65,53,0.2591,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_4.txt,5,25,298.02,1,0.3281,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_5.txt,5,25,52.15,8,0.2550,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_6.txt,5,25,226.89,11,0.2416,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_7.txt,5,25,111.91,10,0.3463,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_8.txt,5,25,143.18,11,0.2017,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_9.txt,5,25,85.67,98,0.2697,Within1800
Inst_m5_n25_pi0.2_TF0.6_R0.6_10.txt,5,25,157.72,36,0.2384,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_1.txt,5,25,210.64,12,0.1985,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_2.txt,5,25,313.08,28,0.2676,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_3.txt,5,25,158.34,98,0.2295,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_4.txt,5,25,322.60,11,0.1738,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_5.txt,5,25,159.58,141,0.2813,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_6.txt,5,25,170.78,0,0.1719,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_7.txt,5,25,259.55,4,0.2134,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_8.txt,5,25,355.86,153,0.2224,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_9.txt,5,25,141.09,148,0.2055,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.4_10.txt,5,25,157.16,62,0.2220,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_1.txt,5,25,277.32,17,0.2745,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_2.txt,5,25,252.48,46,0.1999,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_3.txt,5,25,344.44,10,0.2587,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_4.txt,5,25,238.74,35,0.2326,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_5.txt,5,25,238.30,52,0.3258,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_6.txt,5,25,252.77,63,0.2648,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_7.txt,5,25,207.24,0,0.1839,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_8.txt,5,25,224.83,26,0.2218,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_9.txt,5,25,168.55,35,0.1676,Within1800
Inst_m5_n25_pi0.5_TF0.4_R0.6_10.txt,5,25,284.73,8,0.2317,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_1.txt,5,25,244.53,13,0.2564,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_2.txt,5,25,245.49,1,0.1856,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_3.txt,5,25,148.76,52,0.2865,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_4.txt,5,25,257.76,7,0.2589,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_5.txt,5,25,250.84,19,0.2838,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_6.txt,5,25,357.12,24,0.1462,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_7.txt,5,25,257.35,68,0.3064,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_8.txt,5,25,262.80,23,0.1681,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_9.txt,5,25,254.19,41,0.2360,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.4_10.txt,5,25,312.14,38,0.3105,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_1.txt,5,25,275.85,62,0.2903,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_2.txt,5,25,329.90,51,0.1697,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_3.txt,5,25,237.64,33,0.1884,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_4.txt,5,25,540.76,8,0.3796,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_5.txt,5,25,172.40,59,0.2603,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_6.txt,5,25,186.43,45,0.2155,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_7.txt,5,25,117.82,35,0.2012,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_8.txt,5,25,419.32,37,0.2071,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_9.txt,5,25,213.52,91,0.2697,Within1800
Inst_m5_n25_pi0.5_TF0.6_R0.6_10.txt,5,25,347.81,74,0.3065,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_1.txt,5,25,290.04,66,0.3972,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_2.txt,5,25,795.70,39,0.2080,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_3.txt,5,25,662.22,10,0.2057,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_4.txt,5,25,421.05,85,0.2828,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_5.txt,5,25,654.49,25,0.2073,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_6.txt,5,25,405.29,125,0.2967,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_7.txt,5,25,721.05,26,0.3250,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_8.txt,5,25,470.06,69,0.2011,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_9.txt,5,25,484.56,156,0.2629,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.4_10.txt,5,25,572.14,7,0.2060,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_1.txt,5,25,533.64,17,0.2554,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_2.txt,5,25,304.68,39,0.3346,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_3.txt,5,25,593.56,13,0.2517,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_4.txt,5,25,543.29,81,0.2820,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_5.txt,5,25,249.57,21,0.2120,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_6.txt,5,25,268.30,2,0.2955,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_7.txt,5,25,613.82,22,0.2478,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_8.txt,5,25,367.65,28,0.2466,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_9.txt,5,25,305.93,27,0.1823,Within1800
Inst_m5_n25_pi1.0_TF0.4_R0.6_10.txt,5,25,467.64,1,0.2666,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_1.txt,5,25,535.46,10,0.2549,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_2.txt,5,25,304.61,36,0.2225,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_3.txt,5,25,490.72,51,0.2722,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_4.txt,5,25,698.84,55,0.2001,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_5.txt,5,25,677.53,13,0.2887,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_6.txt,5,25,880.75,35,0.2356,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_7.txt,5,25,716.00,41,0.2361,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_8.txt,5,25,564.09,22,0.3690,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_9.txt,5,25,883.02,5,0.3428,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_10.txt,5,25,324.60,37,0.2552,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_1.txt,5,25,931.58,10,0.3066,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_2.txt,5,25,544.69,20,0.2291,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_3.txt,5,25,454.93,36,0.3350,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_4.txt,5,25,557.81,217,0.2787,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_5.txt,5,25,846.51,9,0.2929,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_6.txt,5,25,508.36,30,0.2946,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_7.txt,5,25,717.82,34,0.3635,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_8.txt,5,25,341.48,37,0.3607,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_9.txt,5,25,554.66,56,0.2954,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_10.txt,5,25,497.08,253,0.2264,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_1.txt,5,25,940.84,27,0.2454,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_2.txt,5,25,620.84,2,0.2189,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_3.txt,5,25,1235.71,55,0.3375,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_4.txt,5,25,933.56,17,0.2835,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_5.txt,5,25,796.14,30,0.2532,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_6.txt,5,25,706.34,10,0.2876,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_7.txt,5,25,742.31,54,0.2256,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_8.txt,5,25,586.21,17,0.2287,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_9.txt,5,25,933.68,33,0.3497,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_10.txt,5,25,520.53,47,0.1977,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_1.txt,5,25,632.51,49,0.1476,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_2.txt,5,25,848.77,144,0.2593,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_3.txt,5,25,1389.13,14,0.2978,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_4.txt,5,25,340.10,71,0.3042,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_5.txt,5,25,950.11,16,0.2133,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_6.txt,5,25,1450.44,11,0.2730,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_7.txt,5,25,557.23,34,0.1944,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_8.txt,5,25,1797.52,75,0.2546,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_9.txt,5,25,509.30,109,0.2606,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_10.txt,5,25,990.27,57,0.2626,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_1.txt,5,25,1380.91,101,0.2415,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_2.txt,5,25,1529.96,170,0.3120,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_3.txt,5,25,1476.83,276,0.3507,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_4.txt,5,25,999.75,149,0.2788,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_5.txt,5,25,466.30,203,0.3057,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_6.txt,5,25,834.60,212,0.3126,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_7.txt,5,25,1008.36,36,0.2114,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_8.txt,5,25,711.34,307,0.3332,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_9.txt,5,25,770.03,316,0.3383,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_10.txt,5,25,571.69,195,0.2613,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_1.txt,5,25,1536.36,97,0.2157,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_2.txt,5,25,1465.60,376,0.3564,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_3.txt,5,25,791.40,381,0.3572,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_4.txt,5,25,1182.27,329,0.3017,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_5.txt,5,25,1026.31,399,0.3118,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_6.txt,5,25,1039.73,424,0.3281,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_7.txt,5,25,1377.21,425,0.3149,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_8.txt,5,25,1973.98,398,0.2661,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_9.txt,5,25,1170.29,435,0.3182,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_10.txt,5,25,1547.98,435,0.2944,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_1.txt,5,35,114.74,61,0.4331,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_2.txt,5,35,146.52,3,0.4987,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_3.txt,5,35,115.24,37,0.5476,Within1800
