Instance,m,n,Variant,Variant_Label,AvgResult_DG-ALNS,AvgTime_DG-ALNS,MinResult_DG-ALNS,ValidRuns
Inst_m20_n320_pi0.2_TF0.4_R0.4_1.txt,20,320,D5I3,$-D_5-I_3$,345.8,62.4226,341.66,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_10.txt,20,320,D5I3,$-D_5-I_3$,240.927,62.3355,240.54,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_2.txt,20,320,D5I3,$-D_5-I_3$,379.535,62.3548,378.86,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_3.txt,20,320,D5I3,$-D_5-I_3$,446.008,62.3447,445.16,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_4.txt,20,320,D5I3,$-D_5-I_3$,299.569,62.3463,297.41,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_5.txt,20,320,D5I3,$-D_5-I_3$,332.167,62.3936,330.39,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_6.txt,20,320,D5I3,$-D_5-I_3$,355.062,62.2441,354.46,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_7.txt,20,320,D5I3,$-D_5-I_3$,557.38,62.3625,557.38,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_8.txt,20,320,D5I3,$-D_5-I_3$,360.175,62.3452,359.53,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_9.txt,20,320,D5I3,$-D_5-I_3$,354.609,62.3005,354.03,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_1.txt,20,320,D5I3,$-D_5-I_3$,251.666,62.3369,250.98,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_10.txt,20,320,D5I3,$-D_5-I_3$,261.903,62.2893,260.94,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_2.txt,20,320,D5I3,$-D_5-I_3$,278.666,62.3252,277.67,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_3.txt,20,320,D5I3,$-D_5-I_3$,272.689,62.3768,271.85,10
