Instance,m,n,LB_CG,ValidRuns,AvgRuntime_sec,Final_AvgOFV_18mn,Time_2mn_ms,AvgOFV_2mn,MinOFV_2mn,AvgIter_2mn,g_CG_2mn_percent,Time_4mn_ms,AvgOFV_4mn,MinOFV_4mn,AvgIter_4mn,g_CG_4mn_percent,Time_6mn_ms,AvgOFV_6mn,MinOFV_6mn,AvgIter_6mn,g_CG_6mn_percent,Time_8mn_ms,AvgOFV_8mn,MinOFV_8mn,AvgIter_8mn,g_CG_8mn_percent,Time_10mn_ms,AvgOFV_10mn,MinOFV_10mn,AvgIter_10mn,g_CG_10mn_percent,Time_12mn_ms,AvgOFV_12mn,MinOFV_12mn,AvgIter_12mn,g_CG_12mn_percent,Time_14mn_ms,AvgOFV_14mn,MinOFV_14mn,AvgIter_14mn,g_CG_14mn_percent,Time_16mn_ms,AvgOFV_16mn,MinOFV_16mn,AvgIter_16mn,g_CG_16mn_percent,Time_18mn_ms,AvgOFV_18mn,MinOFV_18mn,AvgIter_18mn,g_CG_18mn_percent
Inst_m20_n320_pi2.0_TF0.4_R0.6_4.txt,20,320,3848.450000,10,115.265543,4094.840000,12800.000000,4109.555000,4094.770000,86.700000,6.353608,25600.000000,4095.766000,4094.770000,178.400000,6.038333,38400.000000,4095.766000,4094.770000,270.400000,6.038333,51200.000000,4094.840000,4094.770000,356.700000,6.017085,64000.000000,4094.840000,4094.770000,443.600000,6.017085,76800.000000,4094.840000,4094.770000,532.500000,6.017085,89600.000000,4094.840000,4094.770000,617.200000,6.017085,102400.000000,4094.840000,4094.770000,704.900000,6.017085,115200.000000,4094.840000,4094.770000,790.600000,6.017085
Inst_m20_n320_pi2.0_TF0.4_R0.6_5.txt,20,320,4333.450000,10,115.323846,4546.053000,12800.000000,4570.417000,4547.660000,79.600000,5.184800,25600.000000,4553.173000,4544.740000,163.600000,4.825712,38400.000000,4547.960000,4544.740000,243.100000,4.716620,51200.000000,4546.821000,4542.890000,322.300000,4.692751,64000.000000,4546.155000,4542.890000,401.600000,4.678789,76800.000000,4546.053000,4542.890000,482.300000,4.676650,89600.000000,4546.053000,4542.890000,562.000000,4.676650,102400.000000,4546.053000,4542.890000,642.700000,4.676650,115200.000000,4546.053000,4542.890000,723.600000,4.676650
Inst_m20_n320_pi2.0_TF0.4_R0.6_6.txt,20,320,3231.180000,10,115.291331,3515.648000,12800.000000,3571.304000,3521.850000,70.600000,9.523804,25600.000000,3527.621000,3517.520000,142.900000,8.403425,38400.000000,3522.175000,3516.140000,217.800000,8.261798,51200.000000,3518.983000,3514.330000,294.800000,8.178585,64000.000000,3516.951000,3509.440000,369.500000,8.125533,76800.000000,3516.454000,3509.440000,440.600000,8.112547,89600.000000,3516.344000,3509.440000,512.800000,8.109673,102400.000000,3515.898000,3509.440000,587.200000,8.098016,115200.000000,3515.648000,3509.440000,660.300000,8.091481
Inst_m20_n320_pi2.0_TF0.4_R0.6_7.txt,20,320,4003.150000,10,115.241957,4281.522000,12800.000000,4313.431000,4277.770000,73.900000,7.193369,25600.000000,4302.741000,4277.770000,144.400000,6.962794,38400.000000,4290.373000,4265.710000,216.100000,6.694593,51200.000000,4286.025000,4262.340000,285.800000,6.599938,64000.000000,4284.466000,4262.340000,354.400000,6.565952,76800.000000,4284.459000,4262.340000,426.500000,6.565800,89600.000000,4283.724000,4262.340000,493.600000,6.549768,102400.000000,4282.339000,4262.340000,564.200000,6.519545,115200.000000,4281.522000,4262.340000,632.000000,6.501707
Inst_m20_n320_pi2.0_TF0.4_R0.6_8.txt,20,320,3257.200000,10,115.292940,3473.330000,12800.000000,3485.934000,3473.330000,75.100000,6.561627,25600.000000,3474.760000,3473.330000,153.400000,6.261152,38400.000000,3473.458000,3473.330000,234.400000,6.226015,51200.000000,3473.444000,3473.330000,313.400000,6.225637,64000.000000,3473.444000,3473.330000,394.400000,6.225637,76800.000000,3473.444000,3473.330000,474.300000,6.225637,89600.000000,3473.444000,3473.330000,552.900000,6.225637,102400.000000,3473.330000,3473.330000,632.400000,6.222559,115200.000000,3473.330000,3473.330000,713.000000,6.222559
Inst_m20_n320_pi2.0_TF0.4_R0.6_9.txt,20,320,3044.690000,10,115.321540,3281.132000,12800.000000,3359.026000,3310.310000,77.600000,9.357951,25600.000000,3313.533000,3293.790000,150.700000,8.113485,38400.000000,3301.437000,3278.580000,222.600000,7.776826,51200.000000,3297.968000,3278.580000,293.300000,7.679820,64000.000000,3294.503000,3278.580000,366.800000,7.582722,76800.000000,3291.980000,3271.610000,438.800000,7.511893,89600.000000,3286.482000,3271.610000,511.200000,7.357168,102400.000000,3284.090000,3271.610000,583.500000,7.289691,115200.000000,3281.132000,3270.970000,654.300000,7.206111
Inst_m20_n320_pi2.0_TF0.6_R0.4_1.txt,20,320,2684.130000,10,115.272567,2946.030000,12800.000000,2975.818000,2930.570000,69.700000,9.801944,25600.000000,2954.749000,2924.760000,137.200000,9.158781,38400.000000,2951.881000,2924.760000,207.100000,9.070521,51200.000000,2950.582000,2924.760000,276.400000,9.030490,64000.000000,2949.333000,2924.760000,344.700000,8.991965,76800.000000,2946.611000,2924.760000,412.200000,8.907895,89600.000000,2946.611000,2924.760000,480.300000,8.907895,102400.000000,2946.030000,2924.760000,550.900000,8.889930,115200.000000,2946.030000,2924.760000,616.300000,8.889930
Inst_m20_n320_pi2.0_TF0.6_R0.4_10.txt,20,320,3415.220000,10,115.307493,3579.162000,12800.000000,3633.993000,3581.310000,71.600000,6.020182,25600.000000,3595.733000,3574.780000,142.300000,5.020200,38400.000000,3587.548000,3574.780000,214.300000,4.803504,51200.000000,3584.182000,3574.780000,285.100000,4.714102,64000.000000,3582.033000,3574.780000,357.800000,4.656936,76800.000000,3580.776000,3574.780000,429.800000,4.623467,89600.000000,3580.319000,3570.210000,500.600000,4.611293,102400.000000,3579.162000,3565.640000,572.400000,4.580458,115200.000000,3579.162000,3565.640000,645.100000,4.580458
Inst_m20_n320_pi2.0_TF0.6_R0.4_2.txt,20,320,3080.340000,10,115.289527,3347.388000,12800.000000,3397.428000,3359.090000,72.500000,9.333178,25600.000000,3361.495000,3326.050000,143.100000,8.363987,38400.000000,3354.636000,3326.050000,214.000000,8.176625,51200.000000,3352.314000,3326.050000,285.000000,8.113023,64000.000000,3352.086000,3326.050000,356.700000,8.106773,76800.000000,3350.482000,3326.050000,425.700000,8.062780,89600.000000,3348.847000,3326.050000,495.400000,8.017894,102400.000000,3347.388000,3326.050000,565.300000,7.977802,115200.000000,3347.388000,3326.050000,634.000000,7.977802
Inst_m20_n320_pi2.0_TF0.6_R0.4_3.txt,20,320,2488.020000,10,115.287420,2773.189000,12800.000000,2809.513000,2783.080000,68.900000,11.443015,25600.000000,2786.066000,2769.960000,137.100000,10.697737,38400.000000,2781.111000,2767.000000,205.400000,10.538630,51200.000000,2776.982000,2760.900000,272.600000,10.405613,64000.000000,2776.694000,2758.020000,339.900000,10.396320,76800.000000,2776.694000,2758.020000,404.600000,10.396320,89600.000000,2775.326000,2758.020000,471.900000,10.352153,102400.000000,2773.700000,2758.020000,538.300000,10.299600,115200.000000,2773.189000,2758.020000,604.000000,10.283071
Inst_m20_n320_pi2.0_TF0.6_R0.4_4.txt,20,320,4183.590000,10,115.282701,4391.456000,12800.000000,4407.423000,4391.520000,83.500000,5.078546,25600.000000,4393.569000,4391.390000,172.500000,4.779235,38400.000000,4392.461000,4391.390000,259.900000,4.755216,51200.000000,4391.811000,4391.390000,346.600000,4.741119,64000.000000,4391.588000,4391.390000,436.900000,4.736282,76800.000000,4391.549000,4391.390000,521.500000,4.735436,89600.000000,4391.549000,4391.390000,609.700000,4.735436,102400.000000,4391.456000,4391.390000,697.900000,4.733419,115200.000000,4391.456000,4391.390000,785.600000,4.733419
Inst_m20_n320_pi2.0_TF0.6_R0.4_5.txt,20,320,3231.920000,10,115.279994,3481.525000,12800.000000,3530.986000,3486.490000,78.900000,8.469759,25600.000000,3508.553000,3486.490000,157.300000,7.884532,38400.000000,3492.743000,3477.050000,234.200000,7.467569,51200.000000,3491.492000,3474.900000,309.400000,7.434415,64000.000000,3489.019000,3474.900000,389.800000,7.368805,76800.000000,3486.563000,3474.900000,467.300000,7.303554,89600.000000,3484.311000,3472.780000,543.800000,7.243642,102400.000000,3482.266000,3464.630000,621.400000,7.189169,115200.000000,3481.525000,3464.630000,698.900000,7.169416
Inst_m20_n320_pi2.0_TF0.6_R0.4_6.txt,20,320,2937.520000,10,115.271463,3127.404000,12800.000000,3183.953000,3134.390000,71.300000,7.739844,25600.000000,3141.682000,3127.910000,142.100000,6.498493,38400.000000,3132.911000,3126.800000,214.800000,6.236724,51200.000000,3130.150000,3126.360000,287.000000,6.154018,64000.000000,3128.085000,3126.360000,362.400000,6.092066,76800.000000,3127.830000,3126.360000,435.400000,6.084410,89600.000000,3127.786000,3126.360000,509.900000,6.083089,102400.000000,3127.517000,3126.360000,586.200000,6.075011,115200.000000,3127.404000,3126.360000,660.500000,6.071617
Inst_m20_n320_pi2.0_TF0.6_R0.4_7.txt,20,320,3157.030000,10,115.288825,3367.924000,12800.000000,3395.002000,3376.630000,73.500000,7.009480,25600.000000,3379.501000,3365.340000,145.400000,6.582954,38400.000000,3374.614000,3363.150000,215.600000,6.447671,51200.000000,3373.356000,3363.150000,280.000000,6.412783,64000.000000,3373.342000,3363.150000,347.400000,6.412395,76800.000000,3370.080000,3363.150000,415.000000,6.321808,89600.000000,3369.233000,3363.150000,480.000000,6.298258,102400.000000,3368.569000,3363.150000,549.000000,6.279788,115200.000000,3367.924000,3363.150000,615.700000,6.261840
Inst_m20_n320_pi2.0_TF0.6_R0.4_8.txt,20,320,3811.270000,10,115.317120,4057.050000,12800.000000,4079.161000,4057.050000,80.400000,6.567306,25600.000000,4060.906000,4057.050000,165.800000,6.147298,38400.000000,4058.233000,4057.050000,249.700000,6.085481,51200.000000,4057.509000,4057.050000,338.600000,6.068723,64000.000000,4057.428000,4057.050000,427.800000,6.066848,76800.000000,4057.050000,4057.050000,516.500000,6.058096,89600.000000,4057.050000,4057.050000,602.400000,6.058096,102400.000000,4057.050000,4057.050000,690.300000,6.058096,115200.000000,4057.050000,4057.050000,777.500000,6.058096
Inst_m20_n320_pi2.0_TF0.6_R0.4_9.txt,20,320,3192.950000,10,115.289526,3425.943000,12800.000000,3499.287000,3431.840000,74.300000,8.754269,25600.000000,3454.091000,3406.690000,146.000000,7.560339,38400.000000,3437.616000,3406.690000,214.000000,7.117316,51200.000000,3433.414000,3406.690000,282.200000,7.003641,64000.000000,3428.976000,3406.690000,351.500000,6.883279,76800.000000,3426.261000,3406.690000,419.600000,6.809493,89600.000000,3426.261000,3406.690000,489.300000,6.809493,102400.000000,3425.943000,3406.690000,557.400000,6.800843,115200.000000,3425.943000,3406.690000,624.500000,6.800843
Inst_m20_n320_pi2.0_TF0.6_R0.6_1.txt,20,320,3337.910000,10,115.347854,3676.266000,12800.000000,3842.656000,3744.810000,69.400000,13.135342,25600.000000,3764.365000,3698.710000,135.900000,11.328737,38400.000000,3725.024000,3669.180000,201.600000,10.392255,51200.000000,3695.535000,3655.700000,262.600000,9.677219,64000.000000,3691.400000,3655.700000,326.700000,9.576042,76800.000000,3687.045000,3655.700000,388.900000,9.469236,89600.000000,3685.813000,3655.700000,450.800000,9.438976,102400.000000,3683.311000,3655.700000,516.700000,9.377460,115200.000000,3676.266000,3655.700000,579.800000,9.203795
Inst_m20_n320_pi2.0_TF0.6_R0.6_10.txt,20,320,2616.680000,10,115.309419,2819.768000,12800.000000,2908.653000,2819.350000,72.400000,10.038083,25600.000000,2872.468000,2819.350000,139.400000,8.904816,38400.000000,2836.008000,2819.350000,204.900000,7.733688,51200.000000,2830.524000,2819.350000,274.900000,7.554926,64000.000000,2828.082000,2819.350000,342.100000,7.475101,76800.000000,2824.990000,2810.720000,412.500000,7.373831,89600.000000,2821.107000,2810.720000,480.200000,7.246340,102400.000000,2820.318000,2810.720000,545.900000,7.220391,115200.000000,2819.768000,2810.720000,612.900000,7.202295
Inst_m20_n320_pi2.0_TF0.6_R0.6_2.txt,20,320,2506.220000,10,115.265867,2718.204000,12800.000000,2782.397000,2727.950000,64.700000,9.925866,25600.000000,2734.259000,2724.320000,130.200000,8.340066,38400.000000,2726.643000,2717.450000,195.600000,8.084043,51200.000000,2723.101000,2717.450000,259.200000,7.964486,64000.000000,2720.873000,2703.000000,320.900000,7.889122,76800.000000,2719.749000,2703.000000,383.900000,7.851055,89600.000000,2719.719000,2703.000000,448.900000,7.850039,102400.000000,2718.204000,2703.000000,510.800000,7.798679,115200.000000,2718.204000,2703.000000,573.500000,7.798679
Inst_m20_n320_pi2.0_TF0.6_R0.6_3.txt,20,320,3905.610000,10,115.273295,4185.723000,12800.000000,4241.950000,4190.180000,66.800000,7.928901,25600.000000,4204.332000,4182.260000,137.400000,7.105100,38400.000000,4196.776000,4176.720000,207.000000,6.937849,51200.000000,4191.750000,4173.100000,275.600000,6.826266,64000.000000,4188.298000,4172.160000,345.300000,6.749472,76800.000000,4187.637000,4172.160000,414.300000,6.734753,89600.000000,4187.218000,4172.160000,485.000000,6.725420,102400.000000,4185.988000,4172.160000,554.100000,6.698013,115200.000000,4185.723000,4172.160000,623.500000,6.692106
Inst_m20_n320_pi2.0_TF0.6_R0.6_4.txt,20,320,4147.110000,10,115.288046,4378.530000,12800.000000,4399.807000,4375.650000,73.800000,5.743366,25600.000000,4381.699000,4375.650000,148.700000,5.353836,38400.000000,4380.960000,4375.650000,225.800000,5.337871,51200.000000,4380.128000,4371.460000,301.500000,5.319890,64000.000000,4380.128000,4371.460000,378.900000,5.319890,76800.000000,4380.128000,4371.460000,455.000000,5.319890,89600.000000,4379.922000,4371.460000,532.000000,5.315437,102400.000000,4378.530000,4363.800000,607.200000,5.285335,115200.000000,4378.530000,4363.800000,681.400000,5.285335
Inst_m20_n320_pi2.0_TF0.6_R0.6_5.txt,20,320,3159.360000,10,115.283029,3372.116000,12800.000000,3414.862000,3374.320000,77.600000,7.482059,25600.000000,3390.446000,3363.610000,150.700000,6.815799,38400.000000,3382.051000,3358.930000,223.500000,6.584496,51200.000000,3376.378000,3358.870000,295.500000,6.427539,64000.000000,3372.924000,3358.870000,365.700000,6.331717,76800.000000,3372.479000,3358.870000,435.500000,6.319357,89600.000000,3372.116000,3358.870000,505.100000,6.309273,102400.000000,3372.116000,3358.870000,574.600000,6.309273,115200.000000,3372.116000,3358.870000,646.100000,6.309273
Inst_m20_n320_pi2.0_TF0.6_R0.6_6.txt,20,320,2889.310000,10,115.261846,3096.693000,12800.000000,3134.371000,3101.380000,73.200000,7.818506,25600.000000,3113.896000,3095.530000,143.700000,7.212380,38400.000000,3103.497000,3094.730000,214.100000,6.901473,51200.000000,3097.019000,3088.610000,279.500000,6.706740,64000.000000,3097.019000,3088.610000,347.400000,6.706740,76800.000000,3096.693000,3088.610000,418.200000,6.696918,89600.000000,3096.693000,3088.610000,485.800000,6.696918,102400.000000,3096.693000,3088.610000,556.600000,6.696918,115200.000000,3096.693000,3088.610000,626.500000,6.696918
Inst_m20_n320_pi2.0_TF0.6_R0.6_7.txt,20,320,3308.860000,10,115.346759,3505.237000,12800.000000,3544.187000,3502.940000,79.300000,6.639802,25600.000000,3510.542000,3501.350000,159.700000,5.745039,38400.000000,3510.183000,3499.950000,237.400000,5.735399,51200.000000,3509.024000,3499.830000,313.200000,5.704264,64000.000000,3506.113000,3499.610000,391.900000,5.625974,76800.000000,3506.113000,3499.610000,471.800000,5.625974,89600.000000,3506.062000,3499.610000,550.500000,5.624601,102400.000000,3505.259000,3499.610000,629.700000,5.602981,115200.000000,3505.237000,3499.610000,704.900000,5.602389
Inst_m20_n320_pi2.0_TF0.6_R0.6_8.txt,20,320,3463.150000,10,115.288145,3788.706000,12800.000000,3876.959000,3824.810000,66.500000,10.673546,25600.000000,3827.395000,3789.880000,130.100000,9.516786,38400.000000,3812.121000,3779.040000,193.600000,9.154248,51200.000000,3798.478000,3771.970000,254.200000,8.827957,64000.000000,3791.974000,3771.970000,317.500000,8.671578,76800.000000,3791.431000,3771.970000,379.500000,8.658499,89600.000000,3790.152000,3771.970000,443.000000,8.627675,102400.000000,3788.784000,3771.970000,506.100000,8.594684,115200.000000,3788.706000,3771.970000,568.300000,8.592802
Inst_m20_n320_pi2.0_TF0.6_R0.6_9.txt,20,320,3043.410000,10,115.335116,3405.041000,12800.000000,3468.089000,3410.950000,69.200000,12.245332,25600.000000,3438.749000,3410.950000,136.000000,11.496594,38400.000000,3429.285000,3410.950000,199.600000,11.252346,51200.000000,3426.386000,3410.950000,264.300000,11.177258,64000.000000,3416.416000,3397.020000,332.300000,10.918050,76800.000000,3414.762000,3397.020000,398.000000,10.874901,89600.000000,3411.046000,3397.020000,462.100000,10.777808,102400.000000,3407.846000,3396.850000,526.600000,10.694028,115200.000000,3405.041000,3396.850000,590.900000,10.620459
