Instance,m,n,Size,Runtime_Setting_MS,Runtime_Setting_S,Repetitions,MinResult_DG-ALNS,AvgResult_DG-ALNS,StdResult_DG-ALNS,AvgTime_DG-ALNS,SuccessRuns_DG-ALNS,FailedRuns_DG-ALNS,FirstError_DG-ALNS
Inst_m15_n120_pi0.5_TF0.4_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,389.6500,393.3560,2.0311,21.8133,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,433.1700,433.3670,0.3577,21.8127,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,491.9600,491.9600,0.0000,21.8128,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,394.7800,396.5120,0.7614,21.8111,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,304.2400,304.8090,0.6161,21.8085,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,484.9400,485.3340,0.4695,21.8097,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,508.4400,509.2220,0.5464,21.8062,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,435.0000,436.5810,0.9722,21.8081,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,391.2800,391.3270,0.1486,21.8064,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,553.1100,559.3190,2.9524,21.7992,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,418.2700,419.8440,1.3521,21.8064,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,496.8000,496.8000,0.0000,21.8038,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,328.9400,328.9400,0.0000,21.8058,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,423.0300,425.1420,0.9540,21.8019,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,422.2600,422.2600,0.0000,21.8039,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,473.1800,473.5000,0.6766,21.8003,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,545.8800,549.6420,2.6723,21.7988,10,0,
Inst_m15_n120_pi0.5_TF0.4_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,458.1900,458.3780,0.3091,21.7989,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,523.7500,525.5620,1.7844,21.7919,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,391.4600,391.6500,0.4044,21.8086,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,326.9700,329.4680,1.1641,21.8094,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,444.3400,447.2140,2.3712,21.8123,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,306.6100,307.5420,0.8810,21.8124,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,501.2500,502.7990,0.7858,21.8123,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,325.6000,326.1250,0.6045,21.8119,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,559.2400,564.0480,3.9988,21.8126,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,272.3500,272.7580,0.4089,21.8140,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,487.0200,489.9720,1.9487,21.8110,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,315.1900,315.1990,0.0285,21.8056,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,407.5300,408.8450,1.2638,21.7995,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,374.6000,375.0570,0.2985,21.8061,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,382.4900,383.5040,0.4498,21.8058,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,400.6300,401.4030,0.4323,21.8055,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,373.6600,373.6600,0.0000,21.8049,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,445.4100,447.3610,2.0993,21.8058,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,476.5300,478.2270,1.7774,21.8063,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,643.3800,643.3800,0.0000,21.8034,10,0,
Inst_m15_n120_pi0.5_TF0.6_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,345.7900,346.2560,0.2365,21.7997,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,852.5800,858.5920,4.8420,21.7968,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,694.3300,695.5640,2.1164,21.8078,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,1069.4900,1069.4900,0.0000,21.8143,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,584.5000,586.3530,1.3064,21.8114,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,811.4500,816.3550,3.1104,21.8109,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,652.7600,654.3260,1.1340,21.8126,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,626.2300,626.9990,0.6280,21.8124,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,1278.1400,1282.2410,2.1089,21.8088,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,1053.8200,1055.4440,0.9480,21.8097,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,608.5400,610.3610,0.6612,21.8065,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,707.6500,709.3420,1.1120,21.8090,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,818.9700,818.9700,0.0000,21.7980,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,794.4200,795.1590,0.5122,21.8075,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,893.7100,898.6440,3.7465,21.8067,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,633.8700,633.8700,0.0000,21.8046,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,637.4300,637.9600,1.1173,21.8045,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,1099.0700,1099.0700,0.0000,21.8035,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,944.0600,945.2150,1.1488,21.8071,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,991.3500,991.3500,0.0000,21.7997,10,0,
Inst_m15_n120_pi1.0_TF0.4_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,773.8900,774.5910,1.0469,21.8004,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,707.5400,708.9490,0.7710,21.7968,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,1070.2400,1071.6920,2.6403,21.8078,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,880.6300,893.6740,9.1987,21.8102,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,611.1600,611.1950,0.0369,21.8113,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,1090.1900,1100.5240,8.4091,21.8106,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,759.5500,763.4630,2.4442,21.8091,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,780.2300,783.7000,1.6278,21.8118,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,1099.6300,1100.3000,0.3611,21.8104,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,798.6600,802.8640,2.5817,21.8074,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,850.0500,853.9400,2.0155,21.8068,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,618.9100,619.7070,0.7010,21.8073,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,735.3500,737.8670,1.3031,21.8012,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,638.6800,639.6810,0.9343,21.8083,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,936.5000,936.8660,0.7657,21.8060,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,967.3300,975.5340,7.1853,21.8016,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,1051.2600,1052.0750,1.6169,21.8034,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,518.4800,518.7080,0.1962,21.8057,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,778.6700,779.9140,1.4388,21.8020,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,919.4000,919.4000,0.0000,21.8012,10,0,
Inst_m15_n120_pi1.0_TF0.6_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,816.4400,817.1250,0.8104,21.8020,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,2131.1100,2136.1100,3.0549,21.7939,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,2089.6200,2093.5640,3.3275,21.8073,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,1549.3000,1557.1500,5.7981,21.8107,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,1165.8900,1165.8900,0.0000,21.8145,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,1869.5900,1873.3970,1.5355,21.8085,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,1402.4600,1408.9600,10.1590,21.8112,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,1972.3100,1981.4790,4.0306,21.8079,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,1858.1900,1863.7830,3.9802,21.8087,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,1484.4300,1484.4300,0.0000,21.8077,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,1352.9300,1352.9990,0.1111,21.8099,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,2133.7900,2133.7900,0.0000,21.8066,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,1222.3400,1222.3400,0.0000,21.7946,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,1643.8600,1644.2020,0.8396,21.8039,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,1522.4100,1530.5080,4.7528,21.8063,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,1663.4100,1664.8480,2.2246,21.8035,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,1289.3100,1289.3100,0.0000,21.8035,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,2086.5600,2093.1360,8.3813,21.8048,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,1360.1800,1369.4000,5.8457,21.8024,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,2462.0100,2462.0100,0.0000,21.8010,10,0,
Inst_m15_n120_pi2.0_TF0.4_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,1880.9200,1880.9270,0.0221,21.7972,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_1.txt,15,120,120×15,21600.0000,21.6000,10,1498.3300,1508.0390,4.1724,21.7969,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_10.txt,15,120,120×15,21600.0000,21.6000,10,1589.5500,1596.2420,5.6582,21.8060,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_2.txt,15,120,120×15,21600.0000,21.6000,10,1277.9300,1282.8540,2.7147,21.8120,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_3.txt,15,120,120×15,21600.0000,21.6000,10,1532.1300,1532.1300,0.0000,21.8090,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_4.txt,15,120,120×15,21600.0000,21.6000,10,3021.1500,3027.7740,2.9013,21.8055,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_5.txt,15,120,120×15,21600.0000,21.6000,10,2504.3800,2512.1280,5.9475,21.8093,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_6.txt,15,120,120×15,21600.0000,21.6000,10,1729.2700,1730.0910,1.5635,21.8110,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_7.txt,15,120,120×15,21600.0000,21.6000,10,2206.4600,2222.7890,9.0980,21.8049,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_8.txt,15,120,120×15,21600.0000,21.6000,10,1775.3500,1787.2060,13.8366,21.8081,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.4_9.txt,15,120,120×15,21600.0000,21.6000,10,2053.7300,2057.6080,3.2309,21.8055,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_1.txt,15,120,120×15,21600.0000,21.6000,10,1848.7300,1849.1560,0.5173,21.8053,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_10.txt,15,120,120×15,21600.0000,21.6000,10,1750.1000,1754.5070,5.1424,21.7993,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_2.txt,15,120,120×15,21600.0000,21.6000,10,1441.6800,1459.9700,16.8009,21.8028,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_3.txt,15,120,120×15,21600.0000,21.6000,10,1803.0400,1820.2740,6.9990,21.8030,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_4.txt,15,120,120×15,21600.0000,21.6000,10,1461.4400,1463.7310,4.4257,21.8060,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_5.txt,15,120,120×15,21600.0000,21.6000,10,2140.9000,2140.9000,0.0000,21.8027,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_6.txt,15,120,120×15,21600.0000,21.6000,10,1149.3100,1149.3100,0.0000,21.8034,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_7.txt,15,120,120×15,21600.0000,21.6000,10,1306.0800,1307.7270,1.9851,21.8011,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_8.txt,15,120,120×15,21600.0000,21.6000,10,1531.8400,1537.7690,3.5893,21.8006,10,0,
Inst_m15_n120_pi2.0_TF0.6_R0.6_9.txt,15,120,120×15,21600.0000,21.6000,10,1891.0500,1895.2170,1.4641,21.8011,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_1.txt,15,150,150×15,27000.0000,27.0000,10,285.0700,285.7730,0.5569,27.3058,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_10.txt,15,150,150×15,27000.0000,27.0000,10,218.9300,219.7280,0.5640,27.3336,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_2.txt,15,150,150×15,27000.0000,27.0000,10,173.2200,173.4340,0.2054,27.3383,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_3.txt,15,150,150×15,27000.0000,27.0000,10,169.2900,169.8300,0.3396,27.3384,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_4.txt,15,150,150×15,27000.0000,27.0000,10,285.9900,285.9900,0.0000,27.3402,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_5.txt,15,150,150×15,27000.0000,27.0000,10,214.1800,214.3920,0.5167,27.3380,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_6.txt,15,150,150×15,27000.0000,27.0000,10,201.1900,202.2110,0.5416,27.3335,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_7.txt,15,150,150×15,27000.0000,27.0000,10,180.5500,180.6920,0.1764,27.3370,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_8.txt,15,150,150×15,27000.0000,27.0000,10,210.2100,210.5930,0.2522,27.3282,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.4_9.txt,15,150,150×15,27000.0000,27.0000,10,163.6700,163.7300,0.0978,27.3300,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.6_1.txt,15,150,150×15,27000.0000,27.0000,10,169.8100,169.8100,0.0000,27.3270,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.6_10.txt,15,150,150×15,27000.0000,27.0000,10,289.3700,289.7120,0.3275,27.3167,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.6_2.txt,15,150,150×15,27000.0000,27.0000,10,226.5700,226.7660,0.2164,27.3305,10,0,
Inst_m15_n150_pi0.2_TF0.4_R0.6_3.txt,15,150,150×15,27000.0000,27.0000,10,221.4500,221.8180,0.3166,27.3299,10,0,
