Instance,m,n,Size,Runtime_Setting_MS,Runtime_Setting_S,Repetitions,MinResult_ALNS,AvgResult_ALNS,StdResult_ALNS,AvgTime_ALNS,SuccessRuns_ALNS,FailedRuns_ALNS,FirstError_ALNS
Inst_m2_n10_pi0.2_TF0.4_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,108.4400,108.4400,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,254.0700,254.0700,0.0000,0.2399,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,37.3000,37.3000,0.0000,0.2404,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,132.8100,132.8100,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,102.5100,102.5100,0.0000,0.2402,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,260.0300,260.0300,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,171.6300,171.6300,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,112.6200,112.6200,0.0000,0.2399,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,156.2300,156.2300,0.0000,0.2405,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,79.0700,79.0700,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,125.3700,125.3700,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,86.8800,86.8800,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,69.9900,69.9900,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,134.0500,135.2560,2.5319,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,158.7800,158.7800,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,128.9300,128.9300,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,49.1800,49.1800,0.0000,0.2402,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,143.4700,145.4400,6.2297,0.2402,10,0,
