Instance,m,n,Size,Runtime_Setting_MS,Runtime_Setting_S,Repetitions,MinResult_GA,AvgResult_GA,StdResult_GA,AvgTime_GA,SuccessRuns_GA,FailedRuns_GA,FirstError_GA
Inst_m6_n60_pi0.5_TF0.4_R0.4_8.txt,6,60,60×6,4320.0000,4.3200,10,556.7700,576.2200,11.3037,4.3251,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.4_9.txt,6,60,60×6,4320.0000,4.3200,10,672.8200,673.9090,1.8303,4.3238,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_1.txt,6,60,60×6,4320.0000,4.3200,10,429.8000,440.1310,11.1599,4.3247,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_10.txt,6,60,60×6,4320.0000,4.3200,10,475.6200,481.8840,6.5661,4.3247,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_2.txt,6,60,60×6,4320.0000,4.3200,10,402.8500,421.8830,14.1371,4.3237,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_3.txt,6,60,60×6,4320.0000,4.3200,10,704.3300,731.3520,16.3650,4.3242,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_4.txt,6,60,60×6,4320.0000,4.3200,10,531.4300,535.1230,2.5195,4.3246,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_5.txt,6,60,60×6,4320.0000,4.3200,10,433.1300,440.4380,5.6686,4.3251,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_6.txt,6,60,60×6,4320.0000,4.3200,10,499.1400,500.5680,1.6040,4.3245,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_7.txt,6,60,60×6,4320.0000,4.3200,10,401.5700,410.5620,7.2692,4.3221,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_8.txt,6,60,60×6,4320.0000,4.3200,10,347.1800,367.3390,12.0871,4.3253,10,0,
Inst_m6_n60_pi0.5_TF0.4_R0.6_9.txt,6,60,60×6,4320.0000,4.3200,10,296.7300,310.3630,10.0427,4.3239,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_1.txt,6,60,60×6,4320.0000,4.3200,10,674.0100,694.7070,25.8392,4.3229,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_10.txt,6,60,60×6,4320.0000,4.3200,10,907.4300,937.4990,33.0473,4.3235,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_2.txt,6,60,60×6,4320.0000,4.3200,10,394.7300,448.1120,32.5580,4.3251,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_3.txt,6,60,60×6,4320.0000,4.3200,10,439.3700,476.6150,24.5621,4.3233,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_4.txt,6,60,60×6,4320.0000,4.3200,10,345.6200,361.6880,14.5127,4.3239,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_5.txt,6,60,60×6,4320.0000,4.3200,10,639.8100,667.1410,18.6211,4.3246,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_6.txt,6,60,60×6,4320.0000,4.3200,10,507.2800,516.3650,7.7042,4.3242,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_7.txt,6,60,60×6,4320.0000,4.3200,10,328.5300,344.2080,18.1005,4.3244,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_8.txt,6,60,60×6,4320.0000,4.3200,10,918.1600,988.6010,48.9112,4.3239,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.4_9.txt,6,60,60×6,4320.0000,4.3200,10,671.8800,716.5500,40.6138,4.3237,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_1.txt,6,60,60×6,4320.0000,4.3200,10,601.8100,707.9640,67.5155,4.3255,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_10.txt,6,60,60×6,4320.0000,4.3200,10,921.7000,953.6160,24.3683,4.3229,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_2.txt,6,60,60×6,4320.0000,4.3200,10,540.0800,586.0130,42.2181,4.3248,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_3.txt,6,60,60×6,4320.0000,4.3200,10,390.4800,419.8140,25.2461,4.3250,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_4.txt,6,60,60×6,4320.0000,4.3200,10,651.3700,674.3160,22.2715,4.3227,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_5.txt,6,60,60×6,4320.0000,4.3200,10,858.8400,922.8300,53.0374,4.3240,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_6.txt,6,60,60×6,4320.0000,4.3200,10,457.4900,476.1810,17.3066,4.3254,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_7.txt,6,60,60×6,4320.0000,4.3200,10,616.5900,636.6320,13.9316,4.3231,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_8.txt,6,60,60×6,4320.0000,4.3200,10,226.2700,250.8580,21.5199,4.3254,10,0,
Inst_m6_n60_pi0.5_TF0.6_R0.6_9.txt,6,60,60×6,4320.0000,4.3200,10,365.6900,393.5030,22.4062,4.3240,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_1.txt,6,60,60×6,4320.0000,4.3200,10,1230.7000,1265.8910,28.9711,4.3250,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_10.txt,6,60,60×6,4320.0000,4.3200,10,1302.4300,1341.1520,34.4159,4.3236,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_2.txt,6,60,60×6,4320.0000,4.3200,10,1357.8100,1387.8400,31.5332,4.3243,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_3.txt,6,60,60×6,4320.0000,4.3200,10,1034.1900,1056.8830,17.1691,4.3243,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_4.txt,6,60,60×6,4320.0000,4.3200,10,575.9400,586.0220,6.0484,4.3237,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_5.txt,6,60,60×6,4320.0000,4.3200,10,1143.9200,1148.3780,9.3516,4.3249,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_6.txt,6,60,60×6,4320.0000,4.3200,10,1494.6500,1517.8100,15.2717,4.3227,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_7.txt,6,60,60×6,4320.0000,4.3200,10,894.0800,922.4300,25.9420,4.3249,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_8.txt,6,60,60×6,4320.0000,4.3200,10,893.0800,897.8070,3.2360,4.3239,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.4_9.txt,6,60,60×6,4320.0000,4.3200,10,864.0400,875.2930,8.6099,4.3235,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_1.txt,6,60,60×6,4320.0000,4.3200,10,1245.5900,1252.5750,5.7451,4.3249,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_10.txt,6,60,60×6,4320.0000,4.3200,10,1400.2700,1434.5280,17.7587,4.3247,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_2.txt,6,60,60×6,4320.0000,4.3200,10,790.0300,836.4960,25.6862,4.3239,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_3.txt,6,60,60×6,4320.0000,4.3200,10,686.9000,730.6790,30.4133,4.3234,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_4.txt,6,60,60×6,4320.0000,4.3200,10,1138.7300,1140.2870,2.3989,4.3257,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_5.txt,6,60,60×6,4320.0000,4.3200,10,1490.3500,1517.3200,22.7788,4.3249,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_6.txt,6,60,60×6,4320.0000,4.3200,10,756.5100,756.5900,0.1687,4.3239,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_7.txt,6,60,60×6,4320.0000,4.3200,10,1135.7300,1163.8540,20.7537,4.3246,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_8.txt,6,60,60×6,4320.0000,4.3200,10,744.3900,756.3890,9.6587,4.3229,10,0,
Inst_m6_n60_pi1.0_TF0.4_R0.6_9.txt,6,60,60×6,4320.0000,4.3200,10,1300.3900,1355.5070,54.5605,4.3235,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_1.txt,6,60,60×6,4320.0000,4.3200,10,867.2600,929.2360,49.7560,4.3241,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_10.txt,6,60,60×6,4320.0000,4.3200,10,707.9500,739.7730,18.4903,4.3254,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_2.txt,6,60,60×6,4320.0000,4.3200,10,737.1200,744.4070,5.0858,4.3236,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_3.txt,6,60,60×6,4320.0000,4.3200,10,616.3900,650.4030,17.1482,4.3254,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_4.txt,6,60,60×6,4320.0000,4.3200,10,629.7200,663.9200,21.5223,4.3240,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_5.txt,6,60,60×6,4320.0000,4.3200,10,1495.2200,1574.1250,39.8375,4.3251,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_6.txt,6,60,60×6,4320.0000,4.3200,10,834.7500,859.0390,18.0504,4.3224,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_7.txt,6,60,60×6,4320.0000,4.3200,10,1363.7000,1425.2910,41.9608,4.3242,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_8.txt,6,60,60×6,4320.0000,4.3200,10,1125.0600,1180.7260,47.5499,4.3253,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.4_9.txt,6,60,60×6,4320.0000,4.3200,10,495.1600,526.7990,29.4035,4.3241,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_1.txt,6,60,60×6,4320.0000,4.3200,10,1104.5800,1150.6590,36.3913,4.3234,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_10.txt,6,60,60×6,4320.0000,4.3200,10,432.7200,443.2300,9.7335,4.3245,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_2.txt,6,60,60×6,4320.0000,4.3200,10,1070.8700,1111.4070,41.4006,4.3229,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_3.txt,6,60,60×6,4320.0000,4.3200,10,1482.1600,1549.0300,40.7886,4.3231,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_4.txt,6,60,60×6,4320.0000,4.3200,10,794.6400,873.7950,41.7383,4.3239,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_5.txt,6,60,60×6,4320.0000,4.3200,10,1004.6200,1060.4950,50.7856,4.3243,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_6.txt,6,60,60×6,4320.0000,4.3200,10,1183.5800,1247.4000,48.8967,4.3246,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_7.txt,6,60,60×6,4320.0000,4.3200,10,1016.4300,1111.0600,77.0941,4.3233,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_8.txt,6,60,60×6,4320.0000,4.3200,10,697.3500,746.4030,38.5412,4.3238,10,0,
Inst_m6_n60_pi1.0_TF0.6_R0.6_9.txt,6,60,60×6,4320.0000,4.3200,10,859.1300,890.4090,18.9883,4.3246,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_1.txt,6,60,60×6,4320.0000,4.3200,10,1865.8400,1934.2920,56.8061,4.3250,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_10.txt,6,60,60×6,4320.0000,4.3200,10,1208.6100,1246.2450,28.0173,4.3250,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_2.txt,6,60,60×6,4320.0000,4.3200,10,2127.6100,2154.0710,20.9577,4.3240,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_3.txt,6,60,60×6,4320.0000,4.3200,10,2123.5500,2253.4280,57.7272,4.3243,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_4.txt,6,60,60×6,4320.0000,4.3200,10,1829.4800,1889.5950,33.7428,4.3242,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_5.txt,6,60,60×6,4320.0000,4.3200,10,2284.8600,2336.5580,34.8206,4.3249,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_6.txt,6,60,60×6,4320.0000,4.3200,10,655.3600,659.7660,5.1386,4.3242,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_7.txt,6,60,60×6,4320.0000,4.3200,10,2180.2100,2233.5600,39.6105,4.3237,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_8.txt,6,60,60×6,4320.0000,4.3200,10,1283.2900,1289.6870,4.2509,4.3244,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.4_9.txt,6,60,60×6,4320.0000,4.3200,10,2681.0100,2748.4670,38.3791,4.3248,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_1.txt,6,60,60×6,4320.0000,4.3200,10,1525.1800,1569.8330,29.4152,4.3246,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_10.txt,6,60,60×6,4320.0000,4.3200,10,1828.1300,1899.5450,37.1522,4.3247,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_2.txt,6,60,60×6,4320.0000,4.3200,10,2237.9000,2279.1960,39.8935,4.3245,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_3.txt,6,60,60×6,4320.0000,4.3200,10,2070.0100,2180.2590,73.7418,4.3248,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_4.txt,6,60,60×6,4320.0000,4.3200,10,2522.7600,2636.3320,80.3440,4.3224,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_5.txt,6,60,60×6,4320.0000,4.3200,10,1468.8400,1499.2590,17.2966,4.3255,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_6.txt,6,60,60×6,4320.0000,4.3200,10,1677.8900,1726.2650,41.8344,4.3248,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_7.txt,6,60,60×6,4320.0000,4.3200,10,2112.5500,2130.8550,23.7288,4.3240,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_8.txt,6,60,60×6,4320.0000,4.3200,10,1726.8300,1779.1920,33.3402,4.3245,10,0,
Inst_m6_n60_pi2.0_TF0.4_R0.6_9.txt,6,60,60×6,4320.0000,4.3200,10,1537.4600,1568.5960,23.1754,4.3248,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_1.txt,6,60,60×6,4320.0000,4.3200,10,1224.8200,1289.4130,42.6054,4.3233,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_10.txt,6,60,60×6,4320.0000,4.3200,10,2246.0200,2318.6660,69.4501,4.3226,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_2.txt,6,60,60×6,4320.0000,4.3200,10,2287.4300,2379.4650,76.9798,4.3237,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_3.txt,6,60,60×6,4320.0000,4.3200,10,1428.9400,1492.4200,51.7176,4.3244,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_4.txt,6,60,60×6,4320.0000,4.3200,10,982.9700,998.1180,11.6400,4.3253,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_5.txt,6,60,60×6,4320.0000,4.3200,10,2933.0900,3001.3740,61.1690,4.3249,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_6.txt,6,60,60×6,4320.0000,4.3200,10,2292.7000,2334.5750,24.0569,4.3257,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_7.txt,6,60,60×6,4320.0000,4.3200,10,2094.7100,2176.1860,47.0351,4.3239,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_8.txt,6,60,60×6,4320.0000,4.3200,10,1702.3700,1797.0320,97.9175,4.3232,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.4_9.txt,6,60,60×6,4320.0000,4.3200,10,3941.2800,4088.5010,96.0798,4.3250,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_1.txt,6,60,60×6,4320.0000,4.3200,10,2485.4500,2602.1850,110.2916,4.3241,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_10.txt,6,60,60×6,4320.0000,4.3200,10,1317.0500,1373.5720,44.6843,4.3235,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_2.txt,6,60,60×6,4320.0000,4.3200,10,1517.9400,1633.5610,85.4236,4.3237,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_3.txt,6,60,60×6,4320.0000,4.3200,10,2040.5500,2112.0640,44.9980,4.3248,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_4.txt,6,60,60×6,4320.0000,4.3200,10,2099.5700,2201.7590,58.2579,4.3241,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_5.txt,6,60,60×6,4320.0000,4.3200,10,1690.5400,1745.6620,52.5176,4.3258,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_6.txt,6,60,60×6,4320.0000,4.3200,10,2355.3200,2503.6690,142.7419,4.3258,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_7.txt,6,60,60×6,4320.0000,4.3200,10,1889.3600,1951.6190,50.4904,4.3244,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_8.txt,6,60,60×6,4320.0000,4.3200,10,1562.3500,1697.3420,93.7424,4.3244,10,0,
Inst_m6_n60_pi2.0_TF0.6_R0.6_9.txt,6,60,60×6,4320.0000,4.3200,10,2337.6500,2465.5230,80.6819,4.3252,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_1.txt,8,40,40×8,3840.0000,3.8400,10,114.8700,120.5740,5.2616,3.8440,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_10.txt,8,40,40×8,3840.0000,3.8400,10,55.1500,55.9220,0.4649,3.8446,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_2.txt,8,40,40×8,3840.0000,3.8400,10,126.9600,130.9400,2.6868,3.8431,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_3.txt,8,40,40×8,3840.0000,3.8400,10,76.1200,79.6130,3.2913,3.8429,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_4.txt,8,40,40×8,3840.0000,3.8400,10,157.7400,159.3350,2.1746,3.8438,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_5.txt,8,40,40×8,3840.0000,3.8400,10,96.0100,97.3000,1.1584,3.8436,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_6.txt,8,40,40×8,3840.0000,3.8400,10,97.8300,100.1690,1.3081,3.8449,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_7.txt,8,40,40×8,3840.0000,3.8400,10,95.6300,100.0190,3.8135,3.8445,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_8.txt,8,40,40×8,3840.0000,3.8400,10,143.7700,145.0230,1.0330,3.8431,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.4_9.txt,8,40,40×8,3840.0000,3.8400,10,75.5500,77.8640,1.4712,3.8443,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_1.txt,8,40,40×8,3840.0000,3.8400,10,47.6300,48.5130,1.1875,3.8447,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_10.txt,8,40,40×8,3840.0000,3.8400,10,94.8000,96.1110,1.3042,3.8450,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_2.txt,8,40,40×8,3840.0000,3.8400,10,108.4700,111.3400,2.2494,3.8433,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_3.txt,8,40,40×8,3840.0000,3.8400,10,91.0300,93.6290,2.6708,3.8436,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_4.txt,8,40,40×8,3840.0000,3.8400,10,191.2600,191.2780,0.0063,3.8435,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_5.txt,8,40,40×8,3840.0000,3.8400,10,122.4500,125.4970,2.0104,3.8443,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_6.txt,8,40,40×8,3840.0000,3.8400,10,113.9000,115.8980,1.1697,3.8455,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_7.txt,8,40,40×8,3840.0000,3.8400,10,75.2900,77.5010,1.6526,3.8427,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_8.txt,8,40,40×8,3840.0000,3.8400,10,73.6900,74.6790,0.9000,3.8440,10,0,
Inst_m8_n40_pi0.2_TF0.4_R0.6_9.txt,8,40,40×8,3840.0000,3.8400,10,84.6300,89.6150,2.9856,3.8439,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_1.txt,8,40,40×8,3840.0000,3.8400,10,90.4200,93.1680,1.5839,3.8437,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_10.txt,8,40,40×8,3840.0000,3.8400,10,79.1100,83.1220,3.6719,3.8434,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_2.txt,8,40,40×8,3840.0000,3.8400,10,112.0400,118.3450,5.7086,3.8432,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_3.txt,8,40,40×8,3840.0000,3.8400,10,127.2900,133.2530,5.5646,3.8448,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_4.txt,8,40,40×8,3840.0000,3.8400,10,110.1800,118.8090,7.9811,3.8439,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_5.txt,8,40,40×8,3840.0000,3.8400,10,138.2200,143.8270,3.5325,3.8445,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_6.txt,8,40,40×8,3840.0000,3.8400,10,73.1200,74.5340,1.0691,3.8441,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_7.txt,8,40,40×8,3840.0000,3.8400,10,103.4700,107.1000,2.9647,3.8431,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_8.txt,8,40,40×8,3840.0000,3.8400,10,123.6000,128.8600,3.8353,3.8437,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.4_9.txt,8,40,40×8,3840.0000,3.8400,10,172.3100,178.9910,4.8547,3.8419,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_1.txt,8,40,40×8,3840.0000,3.8400,10,89.8900,93.5480,1.9353,3.8444,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_10.txt,8,40,40×8,3840.0000,3.8400,10,79.3900,82.1250,2.1580,3.8429,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_2.txt,8,40,40×8,3840.0000,3.8400,10,129.9100,138.1850,7.3296,3.8430,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_3.txt,8,40,40×8,3840.0000,3.8400,10,114.1500,120.4600,3.6339,3.8433,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_4.txt,8,40,40×8,3840.0000,3.8400,10,62.8700,71.4360,7.0703,3.8441,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_5.txt,8,40,40×8,3840.0000,3.8400,10,89.7000,94.2780,3.2721,3.8430,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_6.txt,8,40,40×8,3840.0000,3.8400,10,181.0600,187.8860,5.6297,3.8436,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_7.txt,8,40,40×8,3840.0000,3.8400,10,93.2400,96.4690,3.3504,3.8445,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_8.txt,8,40,40×8,3840.0000,3.8400,10,120.1100,125.4150,4.0656,3.8432,10,0,
Inst_m8_n40_pi0.2_TF0.6_R0.6_9.txt,8,40,40×8,3840.0000,3.8400,10,108.6300,114.9700,6.6994,3.8453,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_1.txt,8,40,40×8,3840.0000,3.8400,10,259.4700,261.9020,2.3159,3.8439,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_10.txt,8,40,40×8,3840.0000,3.8400,10,211.3900,214.1350,4.6325,3.8434,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_2.txt,8,40,40×8,3840.0000,3.8400,10,213.9200,218.6970,4.0625,3.8434,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_3.txt,8,40,40×8,3840.0000,3.8400,10,323.1300,324.3450,1.5321,3.8434,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_4.txt,8,40,40×8,3840.0000,3.8400,10,398.9500,401.3840,3.3415,3.8439,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_5.txt,8,40,40×8,3840.0000,3.8400,10,245.6500,249.7140,4.3753,3.8446,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_6.txt,8,40,40×8,3840.0000,3.8400,10,303.5600,314.5620,11.6930,3.8443,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_7.txt,8,40,40×8,3840.0000,3.8400,10,209.1300,216.8260,3.5404,3.8453,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_8.txt,8,40,40×8,3840.0000,3.8400,10,287.5900,295.6180,5.1591,3.8447,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.4_9.txt,8,40,40×8,3840.0000,3.8400,10,196.3600,200.2220,2.5357,3.8435,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_1.txt,8,40,40×8,3840.0000,3.8400,10,232.4500,237.8560,3.7321,3.8444,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_10.txt,8,40,40×8,3840.0000,3.8400,10,278.3400,285.7820,5.2180,3.8428,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_2.txt,8,40,40×8,3840.0000,3.8400,10,407.1400,407.9800,0.5797,3.8429,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_3.txt,8,40,40×8,3840.0000,3.8400,10,278.2800,285.2990,5.2487,3.8439,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_4.txt,8,40,40×8,3840.0000,3.8400,10,386.8000,404.3010,9.0639,3.8438,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_5.txt,8,40,40×8,3840.0000,3.8400,10,325.5300,341.5020,10.2478,3.8437,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_6.txt,8,40,40×8,3840.0000,3.8400,10,294.5400,297.8680,2.5401,3.8430,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_7.txt,8,40,40×8,3840.0000,3.8400,10,367.8600,372.6850,2.3385,3.8444,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_8.txt,8,40,40×8,3840.0000,3.8400,10,205.3100,210.8050,6.6599,3.8428,10,0,
Inst_m8_n40_pi0.5_TF0.4_R0.6_9.txt,8,40,40×8,3840.0000,3.8400,10,313.0600,315.0730,1.2426,3.8433,10,0,
Inst_m8_n40_pi0.5_TF0.6_R0.4_1.txt,8,40,40×8,3840.0000,3.8400,10,231.9000,246.4220,11.2733,3.8438,10,0,
Inst_m8_n40_pi0.5_TF0.6_R0.4_10.txt,8,40,40×8,3840.0000,3.8400,10,251.7200,254.3380,3.8457,3.8448,10,0,
Inst_m8_n40_pi0.5_TF0.6_R0.4_2.txt,8,40,40×8,3840.0000,3.8400,10,281.1300,306.1770,14.5547,3.8442,10,0,
Inst_m8_n40_pi0.5_TF0.6_R0.4_3.txt,8,40,40×8,3840.0000,3.8400,10,313.0500,322.1540,9.2541,3.8441,10,0,
