Instance,m,n,Variant,Variant_Label,AvgResult_DG-ALNS,AvgTime_DG-ALNS,MinResult_DG-ALNS,ValidRuns
Inst_m20_n320_pi0.2_TF0.4_R0.4_1.txt,20,320,I4,$-I_4$,344.105,62.2923,342.09,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_10.txt,20,320,I4,$-I_4$,240.865,62.2595,240.28,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_2.txt,20,320,I4,$-I_4$,379.861,62.3223,378.86,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_3.txt,20,320,I4,$-I_4$,446.187,62.288,444.89,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_4.txt,20,320,I4,$-I_4$,300.943,62.3021,298,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_5.txt,20,320,I4,$-I_4$,331.861,62.2907,330.94,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_6.txt,20,320,I4,$-I_4$,354.535,62.3008,352.53,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_7.txt,20,320,I4,$-I_4$,557.38,62.2494,557.38,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_8.txt,20,320,I4,$-I_4$,359.948,62.2657,359.53,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_9.txt,20,320,I4,$-I_4$,355.47,62.2798,354.46,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_1.txt,20,320,I4,$-I_4$,251.307,62.2535,250.84,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_10.txt,20,320,I4,$-I_4$,261.436,62.2623,260.94,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_2.txt,20,320,I4,$-I_4$,278.975,62.2736,278.11,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_3.txt,20,320,I4,$-I_4$,272.762,62.2588,271.78,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_4.txt,20,320,I4,$-I_4$,400.026,62.243,399.65,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_5.txt,20,320,I4,$-I_4$,267.39,62.2889,265.99,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_6.txt,20,320,I4,$-I_4$,434.162,62.2765,433.03,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_7.txt,20,320,I4,$-I_4$,301.35,62.2494,300.99,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_8.txt,20,320,I4,$-I_4$,352.659,62.2723,349.09,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_9.txt,20,320,I4,$-I_4$,344.006,62.2507,342.87,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_1.txt,20,320,I4,$-I_4$,348.111,62.2574,347.64,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_10.txt,20,320,I4,$-I_4$,336.786,62.2384,336.26,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_2.txt,20,320,I4,$-I_4$,357.467,62.2695,357.13,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_3.txt,20,320,I4,$-I_4$,397.566,62.2641,397.19,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_4.txt,20,320,I4,$-I_4$,432.806,62.2738,431.75,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_5.txt,20,320,I4,$-I_4$,335.559,62.2584,334.35,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_6.txt,20,320,I4,$-I_4$,357.687,62.2572,356.23,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_7.txt,20,320,I4,$-I_4$,271.832,62.2576,271.01,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_8.txt,20,320,I4,$-I_4$,371.23,62.2627,370.33,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_9.txt,20,320,I4,$-I_4$,452.699,62.2508,452.18,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_1.txt,20,320,I4,$-I_4$,299.599,62.3794,297.59,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_10.txt,20,320,I4,$-I_4$,405.227,62.2683,404.06,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_2.txt,20,320,I4,$-I_4$,408.175,62.265,405.87,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_3.txt,20,320,I4,$-I_4$,367.61,62.256,367.45,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_4.txt,20,320,I4,$-I_4$,235.393,62.2931,234.5,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_5.txt,20,320,I4,$-I_4$,291.532,62.3155,290.36,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_6.txt,20,320,I4,$-I_4$,342.684,62.2864,340.82,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_7.txt,20,320,I4,$-I_4$,347.958,62.2666,347.35,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_8.txt,20,320,I4,$-I_4$,260.712,62.2536,259.95,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_9.txt,20,320,I4,$-I_4$,434.366,62.2205,433.08,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_1.txt,20,320,I4,$-I_4$,745.915,62.2085,743.97,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_10.txt,20,320,I4,$-I_4$,925.997,62.1827,923.48,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_2.txt,20,320,I4,$-I_4$,946.559,62.2025,944.22,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_3.txt,20,320,I4,$-I_4$,848.404,62.2445,842.13,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_4.txt,20,320,I4,$-I_4$,655.593,62.1855,654.19,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_5.txt,20,320,I4,$-I_4$,1133.316,62.1847,1132.9,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_6.txt,20,320,I4,$-I_4$,793.163,62.205,790.68,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_7.txt,20,320,I4,$-I_4$,913.302,62.1839,911.82,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_8.txt,20,320,I4,$-I_4$,1191.576,62.1911,1185.88,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_9.txt,20,320,I4,$-I_4$,806.672,62.2294,805.04,10
