Instance,m,n,Variant,Variant_Label,AvgResult_DG-ALNS,AvgTime_DG-ALNS,MinResult_DG-ALNS,ValidRuns
Inst_m20_n320_pi0.2_TF0.4_R0.4_1.txt,20,320,D5,$-D_5$,343.895,62.2319,343.05,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_10.txt,20,320,D5,$-D_5$,240.906,62.2939,240.51,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_2.txt,20,320,D5,$-D_5$,379.867,62.26,378.86,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_3.txt,20,320,D5,$-D_5$,445.915,62.2434,445.22,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_4.txt,20,320,D5,$-D_5$,299.691,62.2417,298.23,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_5.txt,20,320,D5,$-D_5$,332.599,62.2371,330.8,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_6.txt,20,320,D5,$-D_5$,354.865,62.2269,353.37,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_7.txt,20,320,D5,$-D_5$,557.38,62.2542,557.38,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_8.txt,20,320,D5,$-D_5$,359.899,62.258,359.53,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_9.txt,20,320,D5,$-D_5$,354.898,62.3168,354.09,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_1.txt,20,320,D5,$-D_5$,251.13,62.2706,250.7,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_10.txt,20,320,D5,$-D_5$,261.511,62.2406,260.94,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_2.txt,20,320,D5,$-D_5$,279.051,62.301,278.02,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_3.txt,20,320,D5,$-D_5$,272.612,62.2952,271.77,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_4.txt,20,320,D5,$-D_5$,399.843,62.2237,399.65,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_5.txt,20,320,D5,$-D_5$,266.451,62.297,265.98,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_6.txt,20,320,D5,$-D_5$,433.852,62.2135,432.7,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_7.txt,20,320,D5,$-D_5$,301.718,62.2439,301.08,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_8.txt,20,320,D5,$-D_5$,350.889,62.2642,348.86,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_9.txt,20,320,D5,$-D_5$,344.04,62.2468,343.2,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_1.txt,20,320,D5,$-D_5$,347.929,61.9362,347.5,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_10.txt,20,320,D5,$-D_5$,336.853,62.1689,336.26,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_2.txt,20,320,D5,$-D_5$,357.312,62.2469,357.13,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_3.txt,20,320,D5,$-D_5$,397.616,62.2301,397.12,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_4.txt,20,320,D5,$-D_5$,432.491,62.2214,431.17,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_5.txt,20,320,D5,$-D_5$,334.932,62.2044,334.34,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_6.txt,20,320,D5,$-D_5$,356.645,62.2118,355.14,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_7.txt,20,320,D5,$-D_5$,271.71,62.2247,270.72,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_8.txt,20,320,D5,$-D_5$,370.087,62.1829,369.24,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_9.txt,20,320,D5,$-D_5$,452.529,62.2023,452.18,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_1.txt,20,320,D5,$-D_5$,298.206,62.2765,295.54,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_10.txt,20,320,D5,$-D_5$,406.421,62.1449,404.32,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_2.txt,20,320,D5,$-D_5$,407.183,62.1769,404.19,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_3.txt,20,320,D5,$-D_5$,367.609,62.1664,367.45,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_4.txt,20,320,D5,$-D_5$,234.163,62.1709,233.61,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_5.txt,20,320,D5,$-D_5$,292.248,62.1608,290.63,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_6.txt,20,320,D5,$-D_5$,341.485,62.1998,340.21,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_7.txt,20,320,D5,$-D_5$,347.895,62.2008,347.37,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_8.txt,20,320,D5,$-D_5$,260.618,62.1526,258.92,10
Inst_m20_n320_pi0.2_TF0.6_R0.6_9.txt,20,320,D5,$-D_5$,430.88,62.1383,428.88,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_1.txt,20,320,D5,$-D_5$,744.766,61.9531,743.27,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_10.txt,20,320,D5,$-D_5$,924.046,62.2042,920.87,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_2.txt,20,320,D5,$-D_5$,946.317,62.2471,944.67,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_3.txt,20,320,D5,$-D_5$,846.268,62.2153,840.75,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_4.txt,20,320,D5,$-D_5$,654.275,62.2009,653.34,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_5.txt,20,320,D5,$-D_5$,1133.416,62.2162,1133.38,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_6.txt,20,320,D5,$-D_5$,792.918,62.1981,791.44,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_7.txt,20,320,D5,$-D_5$,913.3,62.2163,911.63,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_8.txt,20,320,D5,$-D_5$,1187.453,62.1944,1184.25,10
Inst_m20_n320_pi0.5_TF0.4_R0.4_9.txt,20,320,D5,$-D_5$,805.032,62.2124,803.11,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_1.txt,20,320,D5,$-D_5$,703.884,62.2135,701.11,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_10.txt,20,320,D5,$-D_5$,768.008,62.1305,767.29,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_2.txt,20,320,D5,$-D_5$,606.921,62.2123,604.8,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_3.txt,20,320,D5,$-D_5$,773.285,62.199,771.82,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_4.txt,20,320,D5,$-D_5$,771.941,62.192,769.09,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_5.txt,20,320,D5,$-D_5$,820.055,62.1575,818.94,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_6.txt,20,320,D5,$-D_5$,666.526,62.1771,666.17,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_7.txt,20,320,D5,$-D_5$,825.323,62.1575,824.22,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_8.txt,20,320,D5,$-D_5$,783.062,62.2498,779.49,10
Inst_m20_n320_pi0.5_TF0.4_R0.6_9.txt,20,320,D5,$-D_5$,721.733,62.1105,717.85,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_1.txt,20,320,D5,$-D_5$,781.271,61.9206,774.65,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_10.txt,20,320,D5,$-D_5$,988.451,62.2194,985.48,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_2.txt,20,320,D5,$-D_5$,664.339,62.2129,661.58,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_3.txt,20,320,D5,$-D_5$,812.301,62.2313,807.45,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_4.txt,20,320,D5,$-D_5$,839.571,62.2156,833.15,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_5.txt,20,320,D5,$-D_5$,911.103,62.2469,906.68,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_6.txt,20,320,D5,$-D_5$,903.307,62.2176,899.55,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_7.txt,20,320,D5,$-D_5$,805.264,62.2075,802.58,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_8.txt,20,320,D5,$-D_5$,929.273,62.21,924.31,10
Inst_m20_n320_pi0.5_TF0.6_R0.4_9.txt,20,320,D5,$-D_5$,811.438,62.2029,811.39,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_1.txt,20,320,D5,$-D_5$,863.288,62.2195,860.98,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_10.txt,20,320,D5,$-D_5$,883.517,62.1536,878.56,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_2.txt,20,320,D5,$-D_5$,967.123,62.2204,965.4,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_3.txt,20,320,D5,$-D_5$,928.902,62.2198,926.96,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_4.txt,20,320,D5,$-D_5$,733.428,62.1752,732.8,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_5.txt,20,320,D5,$-D_5$,1052.673,62.2206,1050.79,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_6.txt,20,320,D5,$-D_5$,815.115,62.1979,812.77,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_7.txt,20,320,D5,$-D_5$,952.751,62.2142,949.4,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_8.txt,20,320,D5,$-D_5$,949.955,62.2172,940.03,10
Inst_m20_n320_pi0.5_TF0.6_R0.6_9.txt,20,320,D5,$-D_5$,813.571,62.1415,812.26,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_1.txt,20,320,D5,$-D_5$,2034.477,61.9367,2030.21,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_10.txt,20,320,D5,$-D_5$,1856.443,62.1491,1850.44,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_2.txt,20,320,D5,$-D_5$,1754.269,62.1756,1751.9,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_3.txt,20,320,D5,$-D_5$,1557.827,62.2424,1555.14,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_4.txt,20,320,D5,$-D_5$,1350.161,62.1639,1342.04,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_5.txt,20,320,D5,$-D_5$,2101.28,62.1863,2101.28,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_6.txt,20,320,D5,$-D_5$,1709.142,62.1834,1702.33,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_7.txt,20,320,D5,$-D_5$,2212,62.1983,2212,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_8.txt,20,320,D5,$-D_5$,1393.22,62.1677,1388.81,10
Inst_m20_n320_pi1.0_TF0.4_R0.4_9.txt,20,320,D5,$-D_5$,2699.844,62.1782,2691.85,10
Inst_m20_n320_pi1.0_TF0.4_R0.6_1.txt,20,320,D5,$-D_5$,1913.049,62.24,1911.47,10
Inst_m20_n320_pi1.0_TF0.4_R0.6_10.txt,20,320,D5,$-D_5$,2098.757,62.1645,2093.91,10
