Instance,m,n,AvgResult_DG-ALNS_base,AvgResult_DG-ALNS_variant,g,Variant
Inst_m20_n320_pi0.5_TF0.6_R0.4_1.txt,20,320,782.491,785.103,0.33380575623233577,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_10.txt,20,320,995.983,996.908,0.09287307112672287,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_2.txt,20,320,665.296,666.071,0.11648950241696587,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_3.txt,20,320,813.556,816.197,0.3246242422156511,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_4.txt,20,320,840.591,844.234,0.43338555849396787,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_5.txt,20,320,912.472,912.0,-0.0517276146555708,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_6.txt,20,320,905.827,906.781,0.10531812365936882,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_7.txt,20,320,806.999,808.561,0.19355662150758698,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_8.txt,20,320,931.368,930.791,-0.06195188153340014,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.4_9.txt,20,320,811.438,811.47,0.003943616148127042,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_1.txt,20,320,865.511,863.976,-0.17735187652149634,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_10.txt,20,320,884.875,881.809,-0.34648961717757093,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_2.txt,20,320,967.433,967.12,-0.03235366170060233,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_3.txt,20,320,929.315,929.915,0.06456368400379947,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_4.txt,20,320,733.839,734.388,0.07481205005457302,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_5.txt,20,320,1054.07,1052.773,-0.1230468564706353,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_6.txt,20,320,815.859,817.53,0.20481480255778697,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_7.txt,20,320,953.069,953.797,0.07638481578983951,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_8.txt,20,320,949.48,955.001,0.5814761764334118,$-D_4$
Inst_m20_n320_pi0.5_TF0.6_R0.6_9.txt,20,320,813.679,813.768,0.010937974311744003,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_1.txt,20,320,2035.186,2033.75,-0.07055866146877592,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_10.txt,20,320,1857.752,1858.734,0.05285958513299789,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_2.txt,20,320,1754.149,1754.466,0.018071440909524065,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_3.txt,20,320,1557.542,1558.131,0.03781599468907863,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_4.txt,20,320,1357.606,1350.258,-0.5412468713308541,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_5.txt,20,320,2101.877,2101.28,-0.0284031843918437,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_6.txt,20,320,1707.781,1709.85,0.12115136542682932,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_7.txt,20,320,2212.0,2212.0,0.0,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_8.txt,20,320,1391.222,1391.982,0.0546282333085583,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.4_9.txt,20,320,2700.352,2700.992,0.023700613845910736,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_1.txt,20,320,1912.687,1911.854,-0.04355129720648786,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_10.txt,20,320,2099.43,2102.798,0.16042449617276777,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_2.txt,20,320,1481.69,1481.69,0.0,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_3.txt,20,320,1655.862,1656.882,0.06159933617656434,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_4.txt,20,320,2210.22,2209.981,-0.010813403190613514,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_5.txt,20,320,2105.115,2104.94,-0.008313085033346261,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_6.txt,20,320,1683.594,1682.749,-0.05019024776757503,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_7.txt,20,320,1418.365,1415.721,-0.186411819242579,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_8.txt,20,320,1483.93,1483.93,0.0,$-D_4$
Inst_m20_n320_pi1.0_TF0.4_R0.6_9.txt,20,320,1555.393,1556.259,0.0556772468437228,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_1.txt,20,320,1856.145,1857.538,0.07504801618408201,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_10.txt,20,320,1411.819,1416.645,0.34182852051148355,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_2.txt,20,320,1645.647,1651.744,0.37049257829899,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_3.txt,20,320,1477.636,1479.748,0.14293100601231157,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_4.txt,20,320,1532.289,1533.371,0.0706133111965241,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_5.txt,20,320,1818.249,1820.144,0.10422114902854239,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_6.txt,20,320,1661.667,1662.746,0.06493479138721406,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_7.txt,20,320,1603.031,1602.964,-0.004179582303773743,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_8.txt,20,320,1750.24,1750.153,-0.0049707468690002,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.4_9.txt,20,320,2002.614,2006.485,0.19329736035001588,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_1.txt,20,320,1911.385,1912.018,0.03311734684535236,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_10.txt,20,320,1604.738,1603.55,-0.07403077636349994,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_2.txt,20,320,1918.273,1926.138,0.4100042069090275,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_3.txt,20,320,1790.99,1791.586,0.03327768440918172,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_4.txt,20,320,1813.898,1816.637,0.15100077292108116,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_5.txt,20,320,2652.887,2660.507,0.28723424706743594,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_6.txt,20,320,1872.335,1870.131,-0.11771397746663662,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_7.txt,20,320,1870.696,1876.623,0.3168339484341729,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_8.txt,20,320,1804.865,1805.189,0.01795148113571204,$-D_4$
Inst_m20_n320_pi1.0_TF0.6_R0.6_9.txt,20,320,1472.253,1473.515,0.08571896270547052,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_1.txt,20,320,3976.247,3975.576,-0.01687520921109332,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_10.txt,20,320,3423.862,3424.57,0.0206784035104243,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_2.txt,20,320,3090.436,3093.237,0.09063446063920853,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_3.txt,20,320,3310.775,3315.161,0.132476534950275,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_4.txt,20,320,3063.886,3068.401,0.14736187965217612,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_5.txt,20,320,2600.7,2600.903,0.007805590802475278,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_6.txt,20,320,2292.777,2298.003,0.22793320065580353,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_7.txt,20,320,3426.205,3428.729,0.07366751259775428,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_8.txt,20,320,4258.056,4252.85,-0.12226236573683441,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.4_9.txt,20,320,4255.1,4255.1,0.0,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_1.txt,20,320,4077.369,4067.986,-0.2301238862609753,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_10.txt,20,320,2987.698,2988.661,0.032232173399058164,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_2.txt,20,320,2797.901,2798.594,0.024768567579775372,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_3.txt,20,320,3042.506,3042.878,0.012226763069663572,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_4.txt,20,320,4094.79,4094.77,-0.0004884255358634219,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_5.txt,20,320,4558.161,4554.174,-0.08746948604930979,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_6.txt,20,320,3521.092,3517.78,-0.09406172857738163,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_7.txt,20,320,4288.2,4299.668,0.267431556363972,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_8.txt,20,320,3473.342,3473.33,-0.0003454885813194032,$-D_4$
Inst_m20_n320_pi2.0_TF0.4_R0.6_9.txt,20,320,3292.838,3295.801,0.08998316953338542,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_1.txt,20,320,2952.019,2964.723,0.43034953365815665,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_10.txt,20,320,3587.756,3594.051,0.17545786279780656,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_2.txt,20,320,3363.869,3371.744,0.23410543038388235,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_3.txt,20,320,2775.002,2780.321,0.1916755375311427,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_4.txt,20,320,4391.509,4391.443,-0.0015029002559212232,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_5.txt,20,320,3490.868,3489.772,-0.03139620289280499,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_6.txt,20,320,3133.709,3130.663,-0.09720111216452523,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_7.txt,20,320,3375.686,3373.161,-0.07479961110127219,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_8.txt,20,320,4057.05,4057.181,0.0032289471413923443,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.4_9.txt,20,320,3436.101,3445.8,0.2822676050558487,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_1.txt,20,320,3705.315,3723.675,0.495504430797385,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_10.txt,20,320,2829.554,2823.403,-0.21738408243844415,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_2.txt,20,320,2723.757,2722.729,-0.037741986528175876,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_3.txt,20,320,4187.942,4186.075,-0.044580369069108144,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_4.txt,20,320,4377.569,4374.173,-0.07757730375010971,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_5.txt,20,320,3370.67,3374.537,0.11472496565963841,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_6.txt,20,320,3100.801,3099.482,-0.04253739598252065,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_7.txt,20,320,3500.564,3502.73,0.06187574345163144,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_8.txt,20,320,3812.465,3806.189,-0.1646179046889688,$-D_4$
Inst_m20_n320_pi2.0_TF0.6_R0.6_9.txt,20,320,3431.105,3438.464,0.21447900894900981,$-D_4$
Inst_m20_n320_pi0.2_TF0.4_R0.4_1.txt,20,320,346.552,343.895,-0.7666959071077468,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_10.txt,20,320,240.734,240.906,0.07144815439447566,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_2.txt,20,320,379.613,379.867,0.06691024806843261,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_3.txt,20,320,445.919,445.915,-0.0008970238989507638,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_4.txt,20,320,300.398,299.691,-0.23535442978982898,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_5.txt,20,320,331.473,332.599,0.3396958424969685,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_6.txt,20,320,354.745,354.865,0.03382711525180187,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_7.txt,20,320,557.38,557.38,0.0,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_8.txt,20,320,360.038,359.899,-0.03860703592398858,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.4_9.txt,20,320,355.159,354.898,-0.07348821232179595,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_1.txt,20,320,251.291,251.13,-0.0640691469252784,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_10.txt,20,320,261.628,261.511,-0.04471998409954661,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_2.txt,20,320,279.234,279.051,-0.06553643180987728,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_3.txt,20,320,272.717,272.612,-0.038501450221277496,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_4.txt,20,320,399.943,399.843,-0.025003563007720078,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_5.txt,20,320,266.928,266.451,-0.17869987412334992,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_6.txt,20,320,433.539,433.852,0.07219650365941431,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_7.txt,20,320,301.111,301.718,0.20158679025343734,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_8.txt,20,320,350.682,350.889,0.059027837185824654,$-D_5$
Inst_m20_n320_pi0.2_TF0.4_R0.6_9.txt,20,320,344.36,344.04,-0.09292600766639365,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_1.txt,20,320,347.868,347.929,0.01753538698586206,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_10.txt,20,320,336.993,336.853,-0.04154388963568571,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_2.txt,20,320,357.511,357.312,-0.05566262296824776,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_3.txt,20,320,397.681,397.616,-0.016344758738787553,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_4.txt,20,320,433.863,432.491,-0.31622885565259407,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_5.txt,20,320,334.956,334.932,-0.00716512019489154,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_6.txt,20,320,357.769,356.645,-0.3141691985610893,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_7.txt,20,320,271.719,271.71,-0.0033122453711424494,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_8.txt,20,320,370.926,370.087,-0.22619066875872781,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.4_9.txt,20,320,452.691,452.529,-0.03578599972165952,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_1.txt,20,320,298.671,298.206,-0.15568970539489102,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_10.txt,20,320,405.709,406.421,0.17549524412817785,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_2.txt,20,320,406.898,407.183,0.07004212357887435,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_3.txt,20,320,367.575,367.609,0.009249812963338589,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_4.txt,20,320,234.616,234.163,-0.1930814607699402,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_5.txt,20,320,292.148,292.248,0.03422922628255743,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_6.txt,20,320,341.914,341.485,-0.12547014746397445,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_7.txt,20,320,347.835,347.895,0.017249557980077414,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_8.txt,20,320,260.896,260.618,-0.10655586900528179,$-D_5$
Inst_m20_n320_pi0.2_TF0.6_R0.6_9.txt,20,320,432.061,430.88,-0.27334103286341127,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_1.txt,20,320,745.525,744.766,-0.10180745112504806,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_10.txt,20,320,924.819,924.046,-0.08358392290814862,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_2.txt,20,320,946.481,946.317,-0.01732734201742954,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_3.txt,20,320,848.27,846.268,-0.23600976104305857,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_4.txt,20,320,656.115,654.275,-0.28043864261600965,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_5.txt,20,320,1133.368,1133.416,0.004235164571436799,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_6.txt,20,320,793.669,792.918,-0.0946238293293522,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_7.txt,20,320,913.155,913.3,0.01587901287294948,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_8.txt,20,320,1188.785,1187.453,-0.11204717421569982,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.4_9.txt,20,320,805.948,805.032,-0.11365497525894226,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_1.txt,20,320,705.321,703.884,-0.2037370218666411,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_10.txt,20,320,768.037,768.008,-0.003775859756756037,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_2.txt,20,320,606.922,606.921,-0.00016476581833849377,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_3.txt,20,320,773.625,773.285,-0.04394894167071021,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_4.txt,20,320,773.379,771.941,-0.1859372959441604,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_5.txt,20,320,819.786,820.055,0.032813441556699616,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_6.txt,20,320,666.166,666.526,0.05404058447892867,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_7.txt,20,320,824.791,825.323,0.06450118878599856,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_8.txt,20,320,784.022,783.062,-0.12244554361995406,$-D_5$
Inst_m20_n320_pi0.5_TF0.4_R0.6_9.txt,20,320,723.303,721.733,-0.21705979375172646,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_1.txt,20,320,782.491,781.271,-0.15591233637192342,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_10.txt,20,320,995.983,988.451,-0.7562378072718035,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_2.txt,20,320,665.296,664.339,-0.143845746855534,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_3.txt,20,320,813.556,812.301,-0.15426104656593959,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_4.txt,20,320,840.591,839.571,-0.12134319782153055,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_5.txt,20,320,912.472,911.103,-0.15003200098195102,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_6.txt,20,320,905.827,903.307,-0.2781988172134394,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_7.txt,20,320,806.999,805.264,-0.2149940706246245,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_8.txt,20,320,931.368,929.273,-0.22493794074952403,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.4_9.txt,20,320,811.438,811.438,0.0,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_1.txt,20,320,865.511,863.288,-0.25684248958129435,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_10.txt,20,320,884.875,883.517,-0.15346800395535498,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_2.txt,20,320,967.433,967.123,-0.03204356270666242,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_3.txt,20,320,929.315,928.902,-0.04444133582262321,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_4.txt,20,320,733.839,733.428,-0.05600683528676701,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_5.txt,20,320,1054.07,1052.673,-0.13253389243598002,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_6.txt,20,320,815.859,815.115,-0.09119222806882417,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_7.txt,20,320,953.069,952.751,-0.033365894809293306,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_8.txt,20,320,949.48,949.955,0.05002738340986884,$-D_5$
Inst_m20_n320_pi0.5_TF0.6_R0.6_9.txt,20,320,813.679,813.571,-0.01327304747940493,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_1.txt,20,320,2035.186,2034.477,-0.034837110711248634,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_10.txt,20,320,1857.752,1856.443,-0.07046150401129801,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_2.txt,20,320,1754.149,1754.269,0.006840924003611908,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_3.txt,20,320,1557.542,1557.827,0.018298061946328374,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_4.txt,20,320,1357.606,1350.161,-0.5483918014504898,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_5.txt,20,320,2101.877,2101.28,-0.0284031843918437,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_6.txt,20,320,1707.781,1709.142,0.07969405913288084,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_7.txt,20,320,2212.0,2212.0,0.0,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_8.txt,20,320,1391.222,1393.22,0.14361475019803074,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.4_9.txt,20,320,2700.352,2699.844,-0.018812362240175014,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_1.txt,20,320,1912.687,1913.049,0.018926254008109013,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_10.txt,20,320,2099.43,2098.757,-0.0320563200487644,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_2.txt,20,320,1481.69,1482.074,0.025916352273418496,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_3.txt,20,320,1655.862,1657.137,0.07699917022069855,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_4.txt,20,320,2210.22,2207.67,-0.11537313027661171,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_5.txt,20,320,2105.115,2105.712,0.028359495799526745,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_6.txt,20,320,1683.594,1682.741,-0.05066542171093894,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_7.txt,20,320,1418.365,1415.995,-0.1670938016660111,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_8.txt,20,320,1483.93,1483.996,0.00444764914787294,$-D_5$
Inst_m20_n320_pi1.0_TF0.4_R0.6_9.txt,20,320,1555.393,1555.12,-0.017551834166679305,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_1.txt,20,320,1856.145,1854.582,-0.08420678341400453,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_10.txt,20,320,1411.819,1413.161,0.09505467768886083,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_2.txt,20,320,1645.647,1643.967,-0.1020875072235927,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_3.txt,20,320,1477.636,1476.234,-0.09488128334718723,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_4.txt,20,320,1532.289,1531.514,-0.05057792622671643,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_5.txt,20,320,1818.249,1815.608,-0.1452496330260639,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_6.txt,20,320,1661.667,1657.209,-0.268284800745267,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_7.txt,20,320,1603.031,1598.933,-0.25564072060989196,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_8.txt,20,320,1750.24,1747.686,-0.14592284486699467,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.4_9.txt,20,320,2002.614,2000.856,-0.08778526465909248,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_1.txt,20,320,1911.385,1913.285,0.0994043586195398,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_10.txt,20,320,1604.738,1602.709,-0.12643808522014163,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_2.txt,20,320,1918.273,1915.223,-0.15899718131881932,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_3.txt,20,320,1790.99,1787.954,-0.16951518433939097,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_4.txt,20,320,1813.898,1810.346,-0.1958213747410222,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_5.txt,20,320,2652.887,2656.561,0.1384906330348778,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_6.txt,20,320,1872.335,1871.872,-0.02472848074730032,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_7.txt,20,320,1870.696,1872.342,0.08798864166065387,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_8.txt,20,320,1804.865,1803.873,-0.05496255952661068,$-D_5$
Inst_m20_n320_pi1.0_TF0.6_R0.6_9.txt,20,320,1472.253,1470.053,-0.1494308383137829,$-D_5$
Inst_m20_n320_pi2.0_TF0.4_R0.4_1.txt,20,320,3976.247,3980.862,0.11606421834459069,$-D_5$
Inst_m20_n320_pi2.0_TF0.4_R0.4_10.txt,20,320,3423.862,3427.051,0.09314043615075172,$-D_5$
Inst_m20_n320_pi2.0_TF0.4_R0.4_2.txt,20,320,3090.436,3096.894,0.20896727840342363,$-D_5$
Inst_m20_n320_pi2.0_TF0.4_R0.4_3.txt,20,320,3310.775,3312.665,0.057086331750115085,$-D_5$
Inst_m20_n320_pi2.0_TF0.4_R0.4_4.txt,20,320,3063.886,3063.345,-0.01765731492621355,$-D_5$
Inst_m20_n320_pi2.0_TF0.4_R0.4_5.txt,20,320,2600.7,2599.82,-0.03383704387279019,$-D_5$
