Instance,m,n,Variant,Variant_Label,AvgResult_DG-ALNS,AvgTime_DG-ALNS,MinResult_DG-ALNS,ValidRuns
Inst_m20_n320_pi0.2_TF0.4_R0.4_1.txt,20,320,I3,$-I_3$,346.265,62.0808,343.27,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_10.txt,20,320,I3,$-I_3$,240.793,62.2166,240.38,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_2.txt,20,320,I3,$-I_3$,379.308,62.2181,378.86,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_3.txt,20,320,I3,$-I_3$,445.996,62.233,445.16,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_4.txt,20,320,I3,$-I_3$,300.369,62.2219,298.53,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_5.txt,20,320,I3,$-I_3$,331.845,62.2272,330.77,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_6.txt,20,320,I3,$-I_3$,354.638,62.2257,354.09,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_7.txt,20,320,I3,$-I_3$,557.38,62.2055,557.38,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_8.txt,20,320,I3,$-I_3$,360.038,62.193,359.53,10
Inst_m20_n320_pi0.2_TF0.4_R0.4_9.txt,20,320,I3,$-I_3$,355.324,62.1972,354.37,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_1.txt,20,320,I3,$-I_3$,251.296,62.1997,250.63,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_10.txt,20,320,I3,$-I_3$,261.785,62.2113,260.94,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_2.txt,20,320,I3,$-I_3$,279.092,62.2711,277.91,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_3.txt,20,320,I3,$-I_3$,272.423,62.2395,271.77,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_4.txt,20,320,I3,$-I_3$,399.864,62.2509,399.65,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_5.txt,20,320,I3,$-I_3$,267.516,62.2489,265.98,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_6.txt,20,320,I3,$-I_3$,433.593,62.2283,432.72,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_7.txt,20,320,I3,$-I_3$,301.052,62.2108,300.66,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_8.txt,20,320,I3,$-I_3$,350.811,62.2607,347.22,10
Inst_m20_n320_pi0.2_TF0.4_R0.6_9.txt,20,320,I3,$-I_3$,344.402,62.2115,343.12,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_1.txt,20,320,I3,$-I_3$,347.696,61.9258,347.5,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_10.txt,20,320,I3,$-I_3$,336.81,62.1788,336.39,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_2.txt,20,320,I3,$-I_3$,357.217,62.203,357.13,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_3.txt,20,320,I3,$-I_3$,397.482,62.1848,397.25,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_4.txt,20,320,I3,$-I_3$,433.855,62.1685,432.42,10
Inst_m20_n320_pi0.2_TF0.6_R0.4_5.txt,20,320,I3,$-I_3$,334.97,62.1507,334.07,10
